"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCF_000230275.1_ASM23027v1" 1.7606 1.6722 1.8567 1.9581 1.9234 1.9516 1.2974 1.8786 1.9088 1.929 2.5536 3.8655 3.6258 3.7636 3.8926 3.3898 3.4014 5.0454 4.8614
"GCF_000024945.1_ASM2494v1" 1.9992 1.9775 1.9342 1.9996 1.7737 1.9786 1.9516 1.9662 2.0004 1.9194 2.5272 3.488 3.9683 3.3389 3.5511 3.2362 3.7411 4.4603 3.4423
"GCF_000092945.1_ASM9294v1" 1.9841 1.9612 1.7876 1.992 1.8783 1.773 1.6205 1.996 1.9782 1.9585 2.881 3.8506 3.367 3.8745 3.6417 3.574 3.5549 4.5106 5.0916
"GCF_000018425.1_ASM1842v1" 1.998 1.9873 1.8713 1.9845 1.998 1.7361 1.5063 1.9908 2.0004 2 2.8539 3.7272 3.69 3.8506 3.6403 3.811 3.427 4.8426 4.8804
"GCF_000024605.1_ASM2460v1" 1.952 1.9467 1.9573 1.9231 1.9554 1.9833 1.8861 1.9861 1.9689 1.9558 2.8297 3.614 3.6765 3.8685 3.7397 3.44 3.3389 5.5096 5.4975
"GCF_000016165.1_ASM1616v1" 1.979 1.992 1.8175 1.9996 1.9988 1.972 1.8804 1.9305 1.9956 1.9964 2.7248 3.7936 3.283 3.9185 3.6127 3.3167 3.0609 5.0942 5.7803
"GCF_000215085.1_ASM21508v1" 1.8681 1.8815 1.6085 1.9716 1.9996 1.7403 1.6664 1.8889 1.9463 1.9227 2.5253 3.7037 3.1027 3.8183 3.4211 2.9274 2.6724 4.4189 4.9456
"GCA_000010565.1_ASM1056v1" 1.9988 1.9996 1.5977 1.9984 1.895 1.7425 1.6445 1.9924 1.8536 1.7624 2.7533 3.6832 3.3956 3.6617 3.6456 3.758 3.3146 4.2017 5.2715
"GCA_000233715.3_ASM23371v3" 1.9689 1.9944 1.764 1.9976 1.9976 1.7928 1.7721 1.9327 1.9301 1.9066 2.9002 3.655 3.459 3.7793 3.639 3.5486 3.3135 4.6404 5.0787
"GCF_000024205.1_ASM2420v1" 1.9798 1.9988 1.8556 2 1.9539 1.8975 1.9044 1.9728 1.9004 1.8636 2.9412 3.873 3.639 3.758 3.6483 3.6887 3.5753 4.8426 5.618
"GCF_000012865.1_ASM1286v1" 1.9976 1.9885 1.6197 1.9992 1.9146 1.8142 1.7979 1.9535 1.9106 1.8723 2.6788 3.7836 3.5932 3.9761 3.2552 3.2373 2.6103 4.5977 3.9185
"GCF_000092405.1_ASM9240v1" 1.9904 1.9885 1.932 1.9139 1.9794 1.9639 1.8222 1.9968 1.9996 1.9124 2.97 3.8835 3.7175 3.9355 3.8124 3.9698 3.4329 5.3648 5.7971
"GCF_000014725.1_ASM1472v1" 1.8957 1.9044 1.8861 1.9798 1.9128 1.9044 1.8038 1.8212 1.9673 1.8255 2.9326 3.6969 3.3602 3.9078 3.6049 3.3411 2.963 4.7416 5.144
"GCF_000013105.1_ASM1310v1" 1.8921 1.9216 1.66 1.9566 1.8893 1.7443 1.6609 1.8584 1.9841 1.9459 2.9343 3.8358 3.1017 3.867 3.7481 3.4211 3.2906 4.3197 4.8972
"GCF_000512895.1_ASM51289v1" 1.865 1.8235 1.8797 1.9631 1.9194 1.7838 1.701 1.9354 1.9489 1.8904 2.6954 3.864 3.8373 3.7693 3.4376 3.7244 3.6576 4.8804 5.5772
"GCF_000190635.1_ASM19063v1" 1.7797 1.796 1.8215 1.9164 1.9818 1.7876 1.759 1.9186 1.9897 1.8591 2.7457 3.9432 3.6941 3.7538 3.6049 3.5984 3.6088 4.8473 5.4377
"GCA_000255115.3_ASM25511v3" 1.9019 1.9194 1.9387 1.9829 1.9829 1.9391 1.8804 1.947 1.9724 1.947 2.7473 3.9002 3.7175 3.8402 3.8139 3.8447 3.8447 5.3135 5.6117
"GCF_000235605.1_ASM23560v1" 1.9073 1.9183 1.912 1.9763 2 1.9264 1.8886 1.938 1.9841 1.9327 2.751 3.9432 3.6724 3.8373 3.8168 3.6324 3.712 5.2029 5.637
"GCA_000231385.3_ASM23138v3" 1.9406 1.9508 1.9501 1.9912 1.992 1.9849 1.9505 1.9429 1.9944 1.9743 2.7678 3.9494 3.6914 3.87 3.882 3.7622 3.7258 5.423 5.7803
"GCA_000243135.3_ASM24313v3" 1.8615 1.8454 1.9577 1.9589 1.9569 1.992 1.935 1.842 1.9837 1.9455 2.7078 3.9573 3.7836 3.9308 3.867 3.6955 3.5881 5.6497 5.4885
"GCA_000243155.3_ASM24315v3" 1.8047 1.7857 1.935 1.9257 1.9873 1.9354 1.8954 1.8205 1.9798 1.9264 2.764 3.9604 3.5997 3.8212 3.7161 3.3445 3.4423 5.3562 5.4113
"GCF_000010045.1_ASM1004v1" 1.7373 1.715 1.8839 1.9048 1.9988 1.8508 1.8155 1.7734 1.9508 1.8723 2.7556 3.937 3.5186 3.8212 3.7023 3.3256 3.3875 5.0277 5.2056
"GCA_000231405.3_ASM23140v3" 1.89 1.908 1.9829 1.9802 1.9566 1.9566 1.9161 1.8936 1.9924 1.9635 2.5727 3.8536 3.9714 3.8081 3.9432 3.9231 3.7679 5.3191 5.2938
"GCF_000019165.1_ASM1916v1" 1.8258 1.7114 1.7129 1.9984 1.9897 1.7908 1.6488 1.8228 1.9996 1.9301 2.5747 3.8476 3.758 3.647 3.7922 3.9872 3.8168 5.0891 4.985
"GCF_000213255.1_ASM21325v1" 1.8292 1.8208 1.9585 1.9619 1.9904 1.9539 1.9716 1.8549 1.7268 1.4954 2.0358 3.7383 3.7922 3.2268 3.7078 3.9185 3.7994 5.2687 4.9261
"GCF_000007085.1_ASM708v1" 1.9324 1.8765 1.866 2 1.7437 1.9857 1.9904 1.9592 1.734 1.6526 2.8305 3.879 3.8153 3.7793 3.4843 3.4459 3.7965 5.3107 4.6168
"GCA_000147695.3_ASM14769v3" 1.992 1.941 1.9008 1.9984 1.9992 1.9751 1.9932 1.9623 1.8292 1.7784 2.9163 3.9479 3.9246 3.8358 3.6271 3.6523 3.867 5.1361 5.0865
"GCF_000019085.1_ASM1908v1" 1.9936 1.9482 1.8986 1.9996 1.998 1.9739 1.9928 1.9689 1.8678 1.7743 2.9121 3.9494 3.9231 3.858 3.647 3.6456 3.8625 5.184 5.01
"GCF_000092965.1_ASM9296v1" 1.9924 1.944 1.9004 1.9988 1.9996 1.9673 1.9928 1.9639 1.8396 1.7908 2.9163 3.9479 3.9308 3.8506 3.6443 3.69 3.8805 5.1787 5.071
"GCA_000189775.3_ASM18977v3" 1.8914 1.9904 1.8871 1.9924 1.9616 1.9984 1.99 1.998 1.7425 1.4817 2.858 3.992 3.8595 3.6258 3.7313 3.8565 3.7216 5.0582 5.015
"GCF_000328545.1_ASM32854v1" 1.9755 1.9944 1.9253 1.9912 1.9062 1.9984 1.9936 1.9992 1.6849 1.5088 2.8918 3.9857 3.8081 3.639 3.864 3.8447 3.6778 5.3505 5.0226
"GCF_000145615.1_ASM14561v1" 1.9732 1.9952 1.9212 1.9916 1.8925 1.9976 1.9932 1.9984 1.69 1.4925 2.8877 3.9872 3.8183 3.639 3.8595 3.8476 3.7037 5.3333 5.0633
"GCA_000013845.1_ASM1384v1" 1.9908 1.9384 1.9592 1.9829 1.9693 1.858 1.9775 1.9976 1.9346 1.8622 2.7996 3.6982 3.5702 3.7175 3.5971 3.6711 3.6483 4.8497 4.4131
"GCF_000013285.1_ASM1328v1" 1.992 1.972 1.9592 1.9833 1.9732 1.8292 1.9736 1.9972 1.9309 1.8758 2.8035 3.6846 3.56 3.6697 3.5474 3.6337 3.6324 4.8216 4.3573
"GCF_000016965.1_ASM1696v1" 1.9996 1.9984 1.9948 1.9996 2 1.9486 1.9956 1.9881 1.7112 1.7446 2.9824 3.9093 3.867 3.7679 3.7133 3.8358 3.8153 5.4945 5.0378
"GCF_000020285.1_ASM2028v1" 1.9952 1.992 1.9928 1.9964 1.9482 1.9489 1.9944 1.9992 1.8653 1.8443 2.9351 3.8911 3.8402 3.864 3.7636 3.7693 3.827 5.1626 4.8379
"GCF_000016505.1_ASM1650v1" 1.9849 1.9996 1.9616 1.9814 1.7609 1.9988 1.9802 1.9814 1.9497 1.9357 2.8257 3.8023 3.6617 3.7272 3.7779 3.488 3.6738 5.5006 5.152
"GCF_000143685.1_ASM14368v1" 1.9996 1.9873 1.9724 2 1.8292 1.9897 1.981 2 1.8302 1.8416 2.8498 3.8212 3.7161 3.7341 3.7922 3.69 3.858 5.4825 4.9603
"GCF_000007625.1_ASM762v1" 1.9992 1.992 1.9928 1.9984 1.9996 1.9798 1.9984 1.9996 1.9531 1.9242 2.7655 3.864 3.8183 3.8565 3.7481 3.5162 3.7133 5.4025 4.8333
"GCF_000019545.1_ASM1954v1" 1.996 2 1.9968 2 1.9976 1.9873 1.9996 1.9908 1.8811 1.8716 2.7609 3.8715 3.7722 3.8941 3.7864 3.5336 3.7651 5.3591 4.9751
"GCF_000204565.1_ASM20456v1" 1.9984 1.9841 1.9988 1.9908 1.9837 1.9802 1.9968 2 1.9312 1.9512 2.8694 3.888 3.9078 3.8256 3.8625 3.8536 3.879 5.2301 5.005
"GCF_000014125.1_ASM1412v1" 1.967 1.9227 2 1.9666 1.981 1.941 1.9936 1.9996 1.9253 1.9365 2.8433 3.827 3.8805 3.7369 3.7608 3.8023 3.8066 5.1787 4.7103
"GCF_000145275.1_ASM14527v1" 1.9996 2 1.9944 1.9849 1.998 1.9153 1.998 1.9944 1.8947 1.8822 2.9824 3.8865 3.8124 3.9154 3.6179 3.7879 3.8358 5.4496 5.0865
"GCF_000191905.1_ASM19190v1" 1.9759 1.9755 1.9928 1.9924 1.9712 1.938 1.9972 1.9952 1.7924 1.8083 2.7917 3.8358 3.8344 3.7244 3.7693 3.8023 3.8212 5.3107 4.7916
"GCF_000024105.1_ASM2410v1" 1.9996 1.8636 1.9924 1.9916 1.9283 1.744 1.9972 1.9806 1.992 1.8861 2.9438 3.8447 3.7216 3.7202 3.367 3.7313 3.7272 5.3163 4.1391
"GCF_000010185.1_ASM1018v1" 1.8947 1.6858 1.9654 1.9822 1.7587 1.9952 1.8755 1.9956 1.9227 1.9194 2.8233 3.8565 3.8314 3.73 3.5014 3.9154 3.7092 4.4823 4.7824
"GCF_000163895.2_ASM16389v2" 1.9643 1.9861 1.9814 1.9912 1.9743 1.9335 1.9044 1.9877 1.9932 1.955 2.5151 3.9777 3.5625 3.2808 2.9904 3.5907 3.5537 4.3573 5.2659
"GCF_000196455.1_ASM19645v1" 1.9976 1.996 1.9743 1.9916 1.9201 1.9853 1.9818 1.9996 1.6098 1.455 2.9674 3.8417 3.7523 3.5448 3.5907 3.8153 3.7355 5.7078 4.1391
"GCF_000085225.1_ASM8522v1" 1.9716 1.9861 1.9996 1.9889 1.9964 1.9759 1.9996 1.9786 1.9972 1.9747 2.8273 3.951 3.7383 3.9604 3.5261 3.7202 3.7679 5.4975 4.8497
"GCF_000016985.1_ASM1698v1" 1.9627 1.9619 1.9391 1.994 1.9976 1.9908 1.9885 1.967 1.9984 1.9928 2.742 3.9017 3.5932 3.9139 3.7327 3.6846 3.5236 5.5096 5.8038
"GCF_000018325.1_ASM1832v1" 1.9658 1.9425 1.972 1.9782 1.9794 1.9944 1.9916 1.9223 1.9968 1.899 2.748 3.8941 3.8226 3.9139 3.9401 3.3625 3.6873 5.5371 5.5279
"GCF_000024405.1_ASM2440v1" 1.9869 1.9988 1.9794 1.9952 1.1361 1.967 1.9658 1.9992 1.8979 1.6832 2.8082 3.7106 3.7037 3.6536 3.0609 3.873 3.5829 4.1322 4.5106
"GCF_000023905.1_ASM2390v1" 1.9732 1.904 1.9693 2 1.7989 1.944 1.8804 1.9814 1.8512 1.6943 2.8265 3.9417 3.92 3.3025 3.8565 3.8926 3.7411 5.1125 5.423
"GCF_000024565.1_ASM2456v1" 1.9826 1.9992 1.9743 1.9916 1.996 1.9736 1.9928 1.9936 1.941 1.9501 2.9291 3.9093 3.8168 3.9231 3.7679 3.7864 3.8023 5.2798 4.8077
"GCF_000165505.1_ASM16550v1" 1.9988 1.9194 1.9516 1.9885 1.5251 1.9897 1.9869 1.9822 1.9806 1.9771 2.8011 3.9401 3.6023 3.6738 3.5765 3.5945 3.6778 5.4171 4.3898
"GCF_000007325.1_ASM732v1" 1.996 1.9631 1.9802 1.9968 1.9463 1.9992 1.981 1.9992 1.9996 1.9712 2.9949 3.8124 3.7679 3.7189 3.6751 3.7369 3.7078 5.3277 4.4863
"GCF_000158275.2_ASM15827v2" 1.9992 1.9662 1.9924 1.9992 1.9531 1.9992 1.9865 2 1.994 1.9782 2.9976 3.83 3.7272 3.7425 3.6724 3.7092 3.7161 5.3362 4.5537
"GCF_000027145.1_ASM2714v1" 1.9988 2 1.9996 1.9992 1.8172 1.8155 1.8615 1.996 1.9984 1.9547 2.2351 3.9308 3.879 3.879 3.2755 3.9604 3.873 5.176 4.2034
"GCF_000060285.1_ASM6028v1" 1.9992 1.998 1.9964 1.996 1.8342 1.8308 1.8765 1.9912 1.9944 1.9612 2.2925 3.917 3.8911 3.8775 3.4048 3.9401 3.8241 5.1073 4.1632
"GCF_000196035.1_ASM19603v1" 1.998 2 1.996 1.9984 1.796 1.7899 1.8553 1.9873 1.9889 1.941 2.2217 3.9246 3.8153 3.8373 3.3091 3.9246 3.7355 5.2219 4.0177
"GCF_000252975.1_ASM25297v1" 2 2 1.9996 2 1.8362 1.8392 1.8762 1.9853 1.99 1.9508 2.2727 3.9401 3.9093 3.9308 3.319 3.9339 3.8462 5.211 4.3783
"GCF_000168635.2_ASM16863v2" 1.9984 2 1.9964 1.9984 1.7966 1.7908 1.856 1.9869 1.992 1.9365 2.2371 3.9277 3.8197 3.8388 3.3223 3.9293 3.7467 5.2192 4.0519
"GCF_000008285.1_ASM828v1" 1.9984 2 1.9976 1.9996 1.7953 1.78 1.8498 1.9865 1.9912 1.9425 2.2302 3.9231 3.8081 3.8314 3.2992 3.9124 3.7258 5.2219 4.0323
"GCF_000091405.1_ASM9140v1" 1.9708 1.9589 1.9996 1.994 1.9175 1.9305 1.8847 1.9984 1.9489 1.9654 2.2889 3.8745 3.8506 3.87 3.4783 3.7538 3.7922 4.6189 5.1335
"GCF_000014425.1_ASM1442v1" 1.9666 1.9339 1.9996 1.9877 1.922 1.9073 1.8519 2 1.8437 1.9264 2.2442 3.8329 3.8358 3.7397 3.3512 3.6483 3.7736 4.5228 5.015
"GCF_000191165.1_ASM19116v1" 1.9908 1.9932 1.8265 1.9996 2 1.9294 1.1716 1.9677 1.8737 1.8776 2.531 3.6563 3.5075 3.614 3.1075 3.1536 3.614 4.5641 4.1597
"GCF_000182835.1_ASM18283v1" 1.9916 1.9873 1.8622 1.9992 2 1.9234 1.2002 1.9743 1.8776 1.8783 2.5208 3.647 3.5224 3.601 3.0102 3.1095 3.5868 4.5683 4.1999
"GCF_000091765.1_ASM9176v1" 1.9912 1.9425 1.9996 1.9944 1.8716 1.9253 1.7746 1.9936 1.9436 1.9346 2.3073 3.8895 3.83 3.4554 3.1918 3.3025 3.7965 4.3898 4.7148
"GCF_000214785.1_ASM21478v1" 1.9996 1.9952 1.9984 2 1.9059 1.9433 1.7787 1.9759 1.8454 1.8983 2.3563 3.917 3.8388 3.3167 3.3378 3.5112 3.8314 4.4863 4.931
"GCF_000189515.1_ASM18951v1" 1.9885 1.9697 1.9964 1.9968 1.865 1.9198 1.7394 1.9712 1.8587 1.8815 2.3697 3.8926 3.8256 3.4364 3.2862 3.4542 3.7965 4.4385 4.7733
"GCF_000011985.1_ASM1198v1" 1.9604 1.9339 1.9802 1.9873 1.8399 1.9139 1.7864 1.9916 1.9728 1.9775 2.3524 3.8956 3.8329 3.6298 3.2938 3.3818 3.7707 4.3159 4.5914
"GCF_000182855.2_ASM18285v1" 1.9305 1.8584 1.9897 1.9474 1.7756 1.8508 1.6736 1.9952 1.9596 1.9527 2.3441 3.8066 3.8052 3.3047 2.918 3.095 3.7707 4.3879 4.5558
"GCF_000026065.1_ASM2606v1" 1.9996 1.9996 1.9992 1.9968 1.6946 1.9916 1.5657 1.8639 1.941 1.979 2.0687 3.4483 3.937 3.2916 3.4258 3.0684 3.7092 3.9386 3.6928
"GCF_000011045.1_ASM1104v1" 1.9102 1.9627 1.9283 1.9889 1.9033 1.899 1.5279 1.8818 1.9908 1.9992 2.3026 3.6914 3.8358 3.4722 3.231 3.5436 3.592 4.7348 3.917
"GCF_000233755.1_ASM23375v1" 1.9095 1.9608 1.9305 1.9869 1.9004 1.8979 1.5033 1.8786 1.9897 2 2.3015 3.686 3.8358 3.4868 3.2123 3.5651 3.5791 4.7103 3.8565
"GCF_000155515.2_ASM15551v2" 1.9387 1.9508 1.9833 1.9944 1.872 1.9198 1.6036 1.9088 1.9889 1.9976 2.3315 3.6311 3.9262 3.3069 3.127 3.5026 3.7736 4.7015 4.1068
"GCF_000008925.1_ASM892v1" 1.9778 1.998 1.9172 1.992 1.8822 1.9414 1.8804 1.9976 1.9822 1.9964 2.5648 3.9078 3.8212 3.9246 3.5361 3.8476 3.8388 4.5228 4.89
"GCF_000014505.1_ASM1450v1" 1.9701 2 1.9992 1.994 1.8598 1.9992 1.7737 1.9857 2.0008 2 2.2065 3.9032 3.937 3.9541 3.7023 3.73 3.879 4.5188 4.3783
"GCA_000237995.2_ASM23799v2" 1.981 1.9904 1.9932 1.9826 1.9806 2 1.9099 1.9948 1.996 1.9904 2.4038 3.6778 3.9017 3.9154 3.5932 3.6914 3.9401 4.81 5.0327
"GCF_000203855.3_ASM20385v3" 1.9976 1.9968 1.9724 1.9992 1.8392 1.998 1.5718 1.9631 1.9527 1.9512 2.2346 3.6819 3.9277 3.7327 3.2425 3.3693 3.69 4.2481 3.8066
"GCF_000014465.1_ASM1446v1" 2 1.996 1.9627 1.998 1.8116 2 1.5788 1.9339 1.9327 1.9604 2.1386 3.7397 3.8197 3.885 3.4118 3.686 3.5727 4.2974 3.8373
"GCF_000225325.1_ASM22532v1" 1.9489 1.9631 1.9988 1.9558 1.8272 1.9841 1.7715 1.9861 1.9928 1.9897 2.1119 3.69 3.8506 3.92 3.5855 3.5753 3.7779 4.2265 4.5683
"GCF_000219805.1_ASM21980v1" 1.9893 2 1.9814 1.994 1.7857 1.9988 1.8322 1.9767 1.9639 1.9794 2.2826 3.7665 3.8595 3.9277 3.6271 3.3234 3.92 3.9761 4.1135
"GCF_000014385.1_ASM1438v1" 1.9673 1.9932 1.9829 1.9833 1.9904 1.8342 1.7519 1.947 1.9091 1.895 2.5426 3.3322 3.7538 3.6819 3.4459 3.8081 3.9308 4.7551 5.2138
"GCF_000234825.3_ASM23482v3" 1.998 1.9948 1.9984 1.9936 1.9077 1.9881 1.8921 1.9944 1.9743 1.979 2.4913 3.8285 3.9526 3.7161 3.4758 3.5638 3.7481 4.4385 3.8462
"GCF_000092505.1_ASM9250v1" 2 2 1.9771 1.9948 1.8847 1.9666 1.8854 1.994 1.9365 1.9928 2.4661 3.7161 3.9417 3.4507 3.4518 3.4083 3.5702 4.2845 3.7707
"GCF_000026405.1_ASM2640v1" 1.9952 2 1.9775 1.9992 1.9201 1.9802 1.8598 1.9916 1.9861 1.9996 2.419 3.7495 3.9355 3.3422 3.3501 3.3898 3.601 4.2608 3.7651
"GCF_000159455.2_ASM15945v2" 1.9806 1.967 1.9976 1.9988 1.9106 1.9619 1.794 1.9928 2.0004 1.998 2.302 3.7707 3.9355 3.9793 3.4141 3.647 3.973 4.6468 4.2608
"GCF_000010145.1_ASM1014v1" 1.8447 1.7976 1.6367 1.9399 1.6477 1.9474 1.4146 1.9964 1.9581 1.9724 2.324 3.6792 3.465 3.7908 3.3124 3.917 3.4447 4.9776 4.0984
"GCF_000006865.1_ASM686v1" 1.9956 1.9968 1.9992 1.9885 1.8587 1.8769 1.8868 1.9889 1.998 1.9704 2.2717 3.6456 3.9557 3.9588 3.6324 3.5702 3.9231 4.9068 4.5517
"GCF_000009425.1_ASM942v1" 1.9897 2 1.9996 1.9837 1.8639 1.8797 1.8925 1.9916 1.9988 1.9806 2.3305 3.6536 3.9355 3.9479 3.6982 3.6298 3.9432 4.9751 4.7326
"GCF_000014545.1_ASM1454v1" 1.9897 2 2 1.9857 1.8762 1.8825 1.8925 1.9932 2.0004 1.9739 2.3315 3.6483 3.9339 3.9432 3.7244 3.6166 3.9355 5.0556 4.7733
"GCF_000269925.1_ASM26992v1" 1.996 2 1.9968 2 1.8769 1.9073 1.8829 1.9944 1.9763 1.9612 2.4201 3.8986 3.9588 3.9417 3.8521 3.8023 3.643 4.9505 3.6114
"GCF_000253335.1_ASM25333v1" 1.9802 1.941 1.9837 1.9897 1.9486 2 1.9501 2 1.9294 1.9881 2.3872 3.888 3.858 3.8037 3.0807 3.3647 3.8197 4.9044 3.6403
"GCF_000011845.1_ASM1184v1" 1.9889 1.9327 1.9889 1.9928 1.9482 1.9992 1.9589 2 1.9944 1.9897 2.4396 3.8835 3.8256 3.8388 3.2092 3.4364 3.8314 4.985 3.7693
"GCF_000270165.1_ASM27016v1" 1.9728 1.9227 2 1.9996 1.8608 1.8904 1.8605 1.9928 1.9924 1.8793 2.2619 3.6377 3.9667 3.9032 3.1576 3.3704 3.6996 4.6512 3.5149
"GCF_000213825.1_ASM21382v1" 2 1.9948 1.9972 2 1.9493 1.9743 1.935 1.9996 1.9948 1.9996 2.4685 3.7189 3.8536 3.8971 3.4746 3.614 3.8715 5.0942 5.0277
"GCF_000009545.1_ASM954v1" 1.9996 1.9968 1.9924 1.9988 1.9324 1.9305 1.9391 1.9924 1.9771 1.9988 2.377 3.6456 3.8447 3.9604 3.643 3.7836 3.7383 4.9407 4.902
"GCF_000010705.1_ASM1070v1" 1.9873 1.9996 1.9527 1.9988 1.9429 1.9294 1.9209 2 2.0004 1.9704 2.3283 3.7037 3.8023 3.9968 3.5817 3.7523 3.6914 5.005 4.7801
"GCF_000219765.1_ASM21976v1" 1.9932 1.9908 1.8028 1.9829 1.9916 1.9763 1.9857 1.9972 1.9716 1.7088 2.5439 3.8168 3.6563 3.7327 3.4758 3.3356 3.3422 5.571 5.2466
"GCF_000020765.1_ASM2076v1" 1.9924 1.99 1.7851 1.9782 1.9904 1.9732 1.9775 1.9976 1.9569 1.6661 2.5323 3.8168 3.6456 3.6969 3.4423 3.3058 3.3167 5.5432 5.2466
