"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCA_000010565.1_ASM1056v1" 2.0121 1.9335 1.6356 1.9531 1.737 1.7784 1.8454 2.0092 1.9022 1.9992 2.6261 3.2531 2.7996 3.4037 3.5398 3.3278 2.3425 3.7764 4.7506
"GCA_000233715.3_ASM23371v3" 1.9331 2.0141 1.795 2.004 1.965 1.5728 1.5237 1.926 1.7966 1.9524 2.7086 3.2123 3.2499 3.2175 3.2383 2.907 2.5361 3.2321 4.2409
"GCF_000024205.1_ASM2420v1" 1.8498 2.0178 1.9264 1.9829 1.5401 2.004 1.8972 1.9794 1.7886 1.9845 2.7762 3.2541 3.268 3.0321 2.7315 3.5855 3.663 3.574 4.7348
"GCF_000012865.1_ASM1286v1" 1.9324 2.0367 1.2212 1.9001 1.7879 1.9168 1.6231 1.9881 2.0392 2.0276 2.3089 3.6166 3.4037 3.9448 2.6932 2.2237 1.5962 3.4165 1.996
"GCF_000092405.1_ASM9240v1" 1.9968 2.0392 1.8169 1.8632 2.0317 1.9763 1.703 1.9113 2.0606 2.0807 3.013 3.8153 3.6684 4.0323 3.5063 3.9872 2.4331 4.985 4.4267
"GCF_000014725.1_ASM1472v1" 1.866 1.8929 1.9865 2.008 1.8413 1.8843 1.6969 1.7784 1.6804 1.7479 2.9472 3.4542 3.1736 3.873 3.3267 2.3998 2.0942 3.358 5.0684
"GCF_000013105.1_ASM1310v1" 1.8553 1.7361 1.4176 2.0012 1.657 1.5654 1.6049 1.7895 1.7768 1.929 2.7609 3.8941 2.5342 3.4542 3.4388 2.6998 3.0148 3.3512 3.8023
"GCF_000512895.1_ASM51289v1" 1.7822 2.0198 1.8546 1.9161 1.6324 1.6313 1.5281 1.9616 1.8825 1.7931 2.4975 3.864 3.6711 3.6496 3.076 3.3852 3.5174 3.6483 5.1414
"GCF_000190635.1_ASM19063v1" 1.6832 1.6284 1.6781 1.5652 1.8667 1.6502 1.866 1.7091 1.9073 1.7541 2.5753 3.7189 3.1626 3.785 3.5261 2.7894 3.0193 4.1946 5.1493
"GCA_000255115.3_ASM25511v3" 1.8369 1.9865 1.9294 1.9865 1.7841 1.9019 1.9062 1.9619 1.8349 1.9535 2.3463 3.2394 3.8745 3.2841 3.7383 3.5174 3.6617 5.0454 3.3557
"GCF_000235605.1_ASM23560v1" 1.9062 1.9689 1.9936 2.0052 1.9885 1.8808 1.932 1.8857 1.8179 1.9755 2.3742 3.7467 3.7202 3.8865 3.9062 3.1192 3.6805 4.6211 4.7015
"GCA_000231385.3_ASM23138v3" 1.929 1.7337 1.8491 1.9516 1.9627 1.9849 1.9908 1.8804 1.3598 1.7229 2.3652 3.33 3.8153 3.9448 3.8314 3.4083 3.951 5.2966 3.5211
"GCA_000243135.3_ASM24313v3" 2.0052 2.0325 1.9724 1.9324 1.7832 1.9968 1.9157 1.9539 1.9916 1.6316 2.2232 3.876 3.51 3.8329 3.2436 3.076 3.2165 5.4171 3.7495
"GCA_000243155.3_ASM24315v3" 1.6869 1.7097 1.8861 1.9547 1.9924 1.8896 1.7989 1.7021 1.2845 1.5952 2.3952 3.9952 3.3212 3.9604 3.6377 2.442 2.9019 4.948 4.1068
"GCF_000010045.1_ASM1004v1" 1.493 1.3344 1.8285 1.8416 1.9724 1.6736 1.712 1.5596 1.7696 1.6941 2.4988 3.8506 3.0516 3.8358 3.5499 2.7034 2.412 4.2845 4.6125
"GCA_000231405.3_ASM23140v3" 1.9335 2.0231 1.6189 1.9873 1.6526 1.9685 1.9084 1.9881 1.5133 1.6226 2.2589 3.9308 3.785 3.8971 3.723 3.7161 3.9216 4.4843 3.4638
"GCF_000019165.1_ASM1916v1" 1.6445 1.6773 1.7042 1.9857 2.0141 1.9044 1.4972 1.9124 1.9436 1.7963 2.4137 3.7286 3.51 3.4698 3.7355 3.7922 3.6778 4.2955 4.2955
"GCF_000213255.1_ASM21325v1" 1.5228 1.7085 1.9512 1.7986 2.0145 1.9604 1.9932 1.904 1.4434 1.5815 1.6756 3.4235 3.7538 2.6089 3.601 3.7216 3.9108 4.7237 3.56
"GCF_000007085.1_ASM708v1" 1.747 1.5256 1.773 1.9976 1.3389 1.9646 1.9964 1.9421 1.7479 1.1881 2.7263 3.7051 3.2 3.6456 2.9568 2.9472 3.5868 4.8876 4.1408
"GCA_000147695.3_ASM14769v3" 1.856 1.9128 2.0072 1.9924 1.9724 1.9916 1.9736 1.9608 1.8382 1.625 2.9985 4.0306 3.6684 3.1447 3.013 3.0826 3.7608 5.6561 4.4033
"GCF_000019085.1_ASM1908v1" 2.0036 2.0028 1.9877 2.0052 1.9924 2.0048 2.0052 1.9543 1.8797 1.5901 3.0193 4.0177 3.8241 3.4554 3.1397 2.7693 3.9139 5.1203 4.5683
"GCF_000092965.1_ASM9296v1" 2.0198 2.0551 1.8804 2.0109 2.0292 1.9467 2.0056 2.0165 1.3602 1.0547 2.9214 3.92 3.6928 3.5323 3.0893 3.1407 3.7064 4.9652 5.0865
"GCA_000189775.3_ASM18977v3" 1.7746 1.8488 1.8123 2.0125 2.0272 1.9547 1.9849 2.0092 1.6369 1.3055 2.8686 3.9154 3.5791 3.0386 3.4843 3.2072 3.0184 4.0683 4.3309
"GCF_000328545.1_ASM32854v1" 2.0145 2.0227 1.9283 2.008 1.9001 1.9497 1.9964 1.9716 1.2812 1.5092 2.7181 3.6417 3.5842 3.2637 3.8835 3.5298 3.6738 5.2192 4.4484
"GCF_000145615.1_ASM14561v1" 2.0113 2.0425 2.0024 1.9932 1.9822 1.9084 1.9976 1.96 1.6236 1.4325 2.9455 3.7965 3.4282 3.2744 4.0339 3.9339 3.5907 5.0327 4.8356
"GCA_000013845.1_ASM1384v1" 1.3226 1.1798 1.0092 1.1759 1.8162 1.9845 1.9972 2 1.9585 1.7053 2.1915 2.5786 2.2366 3.4783 3.1447 2.5947 2.4137 3.6377 3.5791
"GCF_000013285.1_ASM1328v1" 1.2885 1.252 0.9537 1.1442 1.8235 1.9904 2.0008 2.002 1.9916 1.74 2.2022 2.54 2.173 3.5002 3.0731 2.6254 2.3073 3.5039 3.659
"GCF_000016965.1_ASM1696v1" 1.6703 1.866 1.4154 1.6711 1.9305 1.6173 1.9516 1.9968 2.0052 1.6361 2.7894 3.5448 3.5804 3.7064 3.4602 3.4831 3.6456 4.1824 3.9872
"GCF_000020285.1_ASM2028v1" 1.2742 1.8839 1.1923 1.5242 1.7596 1.7918 1.842 2 2.0008 1.5954 2.4863 2.9762 3.1104 3.5361 2.5413 3.0979 2.9412 4.0933 3.8462
"GCF_000016505.1_ASM1650v1" 2.0092 2.0161 1.9837 2.0052 1.4172 1.9539 1.9739 1.9984 1.9972 1.9704 2.7762 3.7922 3.7665 3.592 3.6684 3.2873 3.8506 4.4504 4.7687
"GCF_000143685.1_ASM14368v1" 1.9562 1.9539 1.9172 1.9619 1.6176 1.8362 1.9964 1.998 2.0113 1.8734 2.9499 3.7078 3.5727 3.635 3.6219 3.6928 3.7244 4.6168 4.5147
"GCF_000007625.1_ASM762v1" 1.8355 1.1452 1.7449 1.5843 1.8159 1.7844 1.9324 1.9747 2.008 1.8692 2.8305 3.3602 3.5373 3.723 3.1309 3.7051 3.5411 4.7259 3.9108
"GCF_000019545.1_ASM1954v1" 1.8769 1.7126 1.7138 1.7809 1.9932 1.8986 1.9833 2.002 1.935 1.6537 2.7785 3.319 3.5236 3.879 3.3772 3.6153 3.4843 4.4189 4.7304
"GCF_000204565.1_ASM20456v1" 1.6807 1.258 1.3684 1.393 1.8605 1.9543 1.9406 2.0052 2.0068 1.3139 2.6767 3.1319 3.1576 3.6603 3.2873 3.5398 3.4025 4.1085 3.827
"GCF_000014125.1_ASM1412v1" 1.4916 1.2763 1.4418 1.299 1.8238 1.9539 1.8983 2.0052 2.019 1.3193 2.2936 2.924 3.2216 3.6049 3.2258 3.3772 3.1918 4.1719 3.9841
"GCF_000145275.1_ASM14527v1" 1.58 1.4306 1.5088 1.3635 1.9301 1.7915 1.9109 2.0008 1.9936 1.6062 2.2351 2.694 2.97 3.6496 2.7724 3.1656 3.3223 4.1964 3.7622
"GCF_000191905.1_ASM19190v1" 1.7715 1.5898 1.4979 1.7473 1.7966 1.8748 2.0032 1.996 1.5302 1.6356 2.8058 3.3613 3.5075 3.7064 3.3933 3.6284 3.6166 3.8183 3.5149
"GCF_000024105.1_ASM2410v1" 1.6399 0.9056 1.5081 1.2783 1.7599 1.6464 1.952 2.0044 1.4804 1.7918 1.4995 2.9922 3.1546 3.4118 2.454 3.202 2.9815 3.87 3.4495
"GCF_000010185.1_ASM1018v1" 1.6046 1.0233 1.3086 1.5002 1.6748 1.9175 1.72 1.9814 2.0296 2.0231 1.5574 3.0331 3.34 3.1666 2.9011 3.1696 2.8752 3.4734 3.9888
"GCF_000163895.2_ASM16389v2" 1.9873 1.381 1.6824 1.5613 1.8272 1.7624 1.8205 2.0113 1.9612 1.8352 1.5035 3.5625 3.5211 3.3212 3.1596 2.4888 2.4679 3.0193 4.4543
"GCF_000196455.1_ASM19645v1" 1.6545 1.9257 1.4832 1.2726 2.0096 1.9701 1.8636 1.9782 2 1.2877 2.0555 3.2776 3.2404 3.2499 3.1616 3.1766 3.0731 4.4583 3.1201
"GCF_000085225.1_ASM8522v1" 1.587 1.9253 1.4592 1.6327 1.9736 1.9932 1.981 1.9646 1.9857 2.0198 2.2302 3.4602 3.5868 3.9231 2.9878 3.2457 3.8521 4.2337 3.8358
"GCF_000016985.1_ASM1698v1" 2.0096 1.955 2.0048 2.0064 2.0068 1.879 1.9976 1.9814 2.0338 1.9512 2.3535 3.8685 3.5971 3.7951 3.574 3.6364 3.8521 5.305 5.7339
"GCF_000018325.1_ASM1832v1" 1.5072 1.7413 1.3744 1.5662 1.9677 1.9646 1.9716 2.0044 1.9531 1.9168 1.6415 3.3921 3.5778 3.5676 2.9869 2.8719 3.4176 4.9702 3.9872
"GCF_000024405.1_ASM2440v1" 2.0036 2.0056 1.9689 1.996 0.7816 1.9984 1.9732 1.9968 2.0202 1.5378 2.6954 3.4892 3.6377 3.34 2.4444 3.8226 3.1606 3.2949 3.4435
"GCF_000023905.1_ASM2390v1" 1.8748 1.4535 1.6824 1.7825 2.0165 1.9161 1.8529 1.9857 1.979 1.9822 1.9857 3.7064 3.811 3.2884 3.6324 3.7383 3.5499 4.1339 4.3995
"GCF_000024565.1_ASM2456v1" 1.7658 1.7298 1.097 1.4923 1.8808 2.0084 1.9558 2.0133 1.9298 2.1404 2.994 3.3501 3.7566 3.7202 3.6955 3.6298 3.5984 4.0984 4.6083
"GCF_000165505.1_ASM16550v1" 1.6664 1.2898 1.5731 1.3933 1.6356 2.0044 1.8968 1.9037 2.0109 1.9924 1.6898 3.3456 3.399 3.1377 2.8377 2.8361 2.9551 4.1736 3.0432
"GCF_000007325.1_ASM732v1" 1.8779 1.4518 1.483 1.9029 1.904 1.998 1.9619 1.996 2.0068 2.0488 2.9028 3.1017 3.5958 3.6576 3.5236 3.1056 3.5162 4.7059 3.9651
"GCF_000158275.2_ASM15827v2" 1.9988 1.6242 1.8491 1.7194 1.8392 1.9619 1.8772 1.9992 1.8051 2.0149 3.0021 3.6219 3.5537 3.723 3.5804 3.391 3.5336 5 3.9324
"GCF_000027145.1_ASM2714v1" 1.6595 1.6046 1.5473 1.3631 1.7141 1.7787 1.8594 1.8825 2.0842 1.0919 1.7021 3.4165 3.34 3.5638 2.8121 3.4638 3.2436 4.4326 1.8577
"GCF_000060285.1_ASM6028v1" 1.8549 1.6205 1.43 1.1878 1.7307 1.8185 1.8829 1.9102 1.9312 1.3879 1.5408 3.4614 3.4329 3.4734 2.8201 3.4014 3.3434 4.4385 1.7522
"GCF_000196035.1_ASM19603v1" 1.5387 1.6152 1.4116 1.3194 1.6935 1.7519 1.9048 1.8986 1.6955 1.3026 1.5523 3.3546 3.3967 3.5461 2.809 3.3875 3.1417 4.531 1.7532
"GCF_000252975.1_ASM25297v1" 1.6265 1.6827 1.3887 1.3719 1.6898 1.8188 1.8423 1.8857 2.0064 1.0825 1.6234 3.5162 3.4542 3.406 2.9002 3.4758 3.399 4.2992 1.8162
"GCF_000168635.2_ASM16863v2" 1.5451 1.6852 1.4059 1.278 1.6975 1.7621 1.8957 1.9146 1.6383 1.2974 1.5442 3.3523 3.3693 3.5261 2.8645 3.3693 3.0864 4.4209 1.8212
"GCF_000008285.1_ASM828v1" 1.4945 1.7313 1.4558 1.2025 1.717 1.7658 1.8667 1.8832 1.6258 1.444 1.5588 3.4953 3.4048 3.4352 2.784 3.1847 3.251 4.415 1.7969
"GCF_000091405.1_ASM9140v1" 0.6999 0.8584 1.4164 0.861 1.4723 1.0821 1.502 1.8034 1.8625 1.9019 1.9482 2.6371 3.034 2.3975 2.1725 2.2686 2.0991 3.2765 2.2681
"GCF_000014425.1_ASM1442v1" 0.7104 0.8615 1.5078 0.8212 1.4106 1.0422 1.4706 1.7082 2.0851 1.8968 2.0129 2.6406 3.0647 2.3546 2.3036 2.1368 2.2297 3.2268 2.1515
"GCF_000191165.1_ASM19116v1" 1.0369 1.0966 1.4697 1.044 1.0342 1.0495 1.0617 1.0835 2.331 1.4341 1.6033 1.9391 2.4155 2.3697 1.2773 1.1542 2.0088 2.5221 1.601
"GCF_000182835.1_ASM18283v1" 1.1221 1.1685 1.5482 1.0833 1.0999 0.9911 1.1115 1.1378 2.1505 1.3931 1.657 2.129 2.6399 2.4166 1.221 1.2669 1.7138 2.3223 1.8172
"GCF_000091765.1_ASM9176v1" 0.7465 0.8685 1.6015 0.9376 1.3723 0.8416 1.3448 1.533 2.0383 1.9562 2.0141 2.6867 2.7917 2.1594 1.5893 1.3261 2.2442 3.2436 2.0619
"GCF_000214785.1_ASM21478v1" 0.8267 0.9901 1.6018 0.9846 1.3687 0.9311 1.3605 1.6708 2.0851 1.9912 2.0173 2.7027 2.8893 2.4137 1.7382 1.393 2.3137 3.2185 1.9747
"GCF_000189515.1_ASM18951v1" 0.8587 0.7903 1.5615 0.889 1.3376 0.8927 1.3526 1.657 2.0169 2.0076 2.045 2.6233 2.7027 2.3132 1.6753 1.1943 2.1004 3.3411 2.1231
"GCF_000011985.1_ASM1198v1" 0.7185 0.7712 1.6474 0.8522 1.3663 0.8519 1.3716 1.5198 2.1084 1.8839 1.9666 2.6261 2.8835 2.1988 1.9246 1.3142 2.1075 3.1736 2.1896
"GCF_000182855.2_ASM18285v1" 0.8484 0.8435 1.4002 0.8922 1.3263 0.8531 1.3435 1.5542 2.0614 1.9327 1.9478 2.4956 2.9138 2.1608 1.6166 1.2475 1.9736 3.0675 2.0149
"GCF_000026065.1_ASM2606v1" 1.1791 1.6872 1.5063 1.2341 1.6745 1.8525 1.6565 1.9069 1.8983 1.9635 1.3441 2.3202 3.0157 2.6062 2.9586 1.6485 2.8337 3.076 1.6711
"GCF_000011045.1_ASM1104v1" 2.0032 2.0202 2.0206 1.6466 1.6932 1.7778 1.1269 1.9964 1.9429 1.9339 2.265 2.2538 3.7636 2.7663 2.416 3.5575 3.5026 3.5997 3.0609
"GCF_000233755.1_ASM23375v1" 1.947 2.0333 2.0056 1.6644 1.7699 1.8165 1.027 1.9964 1.3443 2.0064 2.3234 2.4814 3.7189 2.8121 2.531 3.7411 3.3546 3.7922 2.949
"GCF_000155515.2_ASM15551v2" 1.9131 1.9728 1.8474 1.5959 1.8245 1.579 1.0116 2.006 1.5681 2.0036 2.1829 2.1561 3.3512 2.6903 2.4143 3.2982 3.1124 3.1807 2.4558
"GCF_000008925.1_ASM892v1" 0.9674 1.3312 1.6943 0.9399 1.5676 1.1769 1.5845 1.8871 2.2129 1.4699 1.489 2.8321 2.9429 2.2442 2.9036 3.2765 1.9716 3.0618 1.5354
"GCF_000014505.1_ASM1450v1" 0.9984 1.9253 1.4225 0.9146 1.5716 1.3307 1.5853 1.8208 2.3073 2.0321 1.5113 2.7248 2.8066 2.9542 2.936 1.7781 2.936 3.4674 1.9059
"GCA_000237995.2_ASM23799v2" 0.9795 2.0475 1.6116 1.1028 1.6077 1.2897 1.725 1.807 2.2124 2 1.7018 2.9044 3.1114 2.9895 3.0148 2.0012 2.9334 3.6603 1.8086
"GCF_000203855.3_ASM20385v3" 1.4069 1.9161 1.5302 1.2102 1.3598 1.3029 1.3106 1.8532 2.0764 1.9069 1.8215 2.3381 3.4855 2.8977 2.6247 1.9924 3.1646 3.0581 2.1035
"GCF_000014465.1_ASM1446v1" 0.9971 1.287 1.7153 1.1965 1.0378 1.2009 1.0353 1.9102 2.6406 2.0194 1.9436 2.578 2.9603 2.8877 1.7581 2.8209 3.4855 3.1309 2.1763
"GCF_000225325.1_ASM22532v1" 0.8347 1.1726 1.3034 0.9257 1.6332 1.8242 1.6273 1.9747 1.4323 2.0396 1.9739 2.6918 3.4153 2.5714 2.8225 1.8067 2.6441 3.5549 2.3742
"GCF_000219805.1_ASM21980v1" 1.2104 1.0299 1.1169 1.312 1.2057 1.0019 1.4118 2.0028 0 0.5542 1.7522 2.1496 3.268 2.8353 2.6089 1.3314 2.6631 1.5818 1.8093
"GCF_000014385.1_ASM1438v1" 1.9928 1.8525 2.0239 2.0173 1.9673 1.9916 1.6966 1.9562 0.8685 1.9062 2.2326 3.1289 3.2765 3.8344 2.5556 3.6805 3.4941 3.7679 3.6819
"GCF_000234825.3_ASM23482v3" 1.787 1.2489 1.1393 1.1567 1.262 0.8816 1.2898 2.0149 0 1.0745 1.7634 2.4462 3.1201 2.6164 2.5826 1.5321 2.6846 1.5625 1.7313
"GCF_000092505.1_ASM9250v1" 2.0383 1.7331 1.0003 1.3895 1.7097 1.2692 1.5704 1.9877 NA 2.1455 1.9775 3.3058 3.8066 2.6631 2.7056 1.9566 3.059 2.2558 1.6764
"GCF_000026405.1_ASM2640v1" 1.5475 1.2183 1.2427 1.3305 1.2439 0.9685 1.3864 1.965 0 1.2564 1.8543 2.588 3.4638 2.4237 2.4108 1.5288 2.3629 1.5225 1.6075
"GCF_000159455.2_ASM15945v2" 0.9094 0.8324 1.385 0.9045 1.2895 0.8403 1.3011 1.8285 2.2036 1.9493 2.0825 2.6096 3.0257 2.2973 2.3579 1.9619 2.1949 3.4483 1.9242
"GCF_000010145.1_ASM1014v1" 1.2204 1.2674 1.6556 1.3092 0.963 1.1901 0.9024 1.6844 1.7797 1.8636 2.2457 2.076 3.2321 2.3657 1.885 2.8011 3.0367 4.2626 2.5006
"GCF_000006865.1_ASM686v1" 0.9435 1.1264 1.1844 1.1865 1.6898 1.7809 1.7042 1.7876 1.715 0.9713 1.1222 2.9078 3.1437 2.7541 2.3912 2.134 2.9922 1.7693 1.9482
"GCF_000009425.1_ASM942v1" 0.9093 1.0143 1.2744 1.2148 1.6832 1.8077 1.7277 1.8038 1.9312 0.6323 1.2804 2.8719 3.2992 2.8393 2.3218 2.2222 3.0423 1.9186 1.9095
"GCF_000014545.1_ASM1454v1" 0.8372 0.9228 1.4273 1.0868 1.6485 1.8587 1.6932 1.856 1.9361 0.627 1.4128 3.0883 3.3422 2.9638 2.5126 2.4384 3.0093 2.7548 1.9305
"GCF_000269925.1_ASM26992v1" 0.9063 0.8631 1.2822 1.1047 2.0247 1.6681 1.8563 1.8829 1.9312 0.9282 1.0019 2.7724 3.252 2.2227 2.359 2.5119 2.9087 1.6858 1.6279
"GCF_000253335.1_ASM25333v1" 0.9137 0.7386 1.3523 0.8585 1.6714 1.8488 1.8123 1.7771 1.3389 0.6803 0.9704 2.9647 3.2268 2.0525 2.2774 2.1186 2.7724 1.4695 1.9474
"GCF_000011845.1_ASM1184v1" 0.9923 0.7236 1.5596 0.9199 1.6689 1.9524 1.7867 1.7504 1.3565 0.5225 1.178 3.1756 3.471 2.3116 2.343 2.1413 2.6774 1.7355 1.9175
"GCF_000270165.1_ASM27016v1" 0.88 0.9302 1.325 0.8857 1.7271 1.8212 1.7857 1.6941 2.0198 1.0065 1.1586 2.97 3.1008 2.3513 2.0973 2.2262 2.9869 2.0284 2.0284
"GCF_000213825.1_ASM21382v1" 1.044 1.4738 1.5934 1.0423 1.8165 1.8657 1.8947 1.6776 1.6013 0.3991 1.243 3.1387 3.2258 3.2938 3.0618 2.4814 2.9036 4.0535 1.8305
"GCF_000009545.1_ASM954v1" 1.0504 1.3419 1.3148 0.8905 1.7702 1.9194 1.8594 1.8519 2.0886 2.1079 1.1853 3.1756 3.3003 2.777 2.5813 2.7189 3.124 3.701 1.8501
"GCF_000010705.1_ASM1070v1" 0.9965 1.0837 1.414 0.8508 1.6308 1.7944 1.9205 1.6529 1.397 0.6496 1.1206 2.849 3.1817 2.6846 2.2257 2.3315 3.1636 2.4201 1.912
