"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCF_000235605.1_ASM23560v1" 1.9716 2.0117 1.9767 1.9936 1.912 1.9968 1.9421 2.0048 1.9857 1.7388 2.2857 3.8095 3.775 3.7272 3.8344 3.7411 3.7355 4.5579 3.5211
"GCA_000231385.3_ASM23138v3" 2.0012 2.0048 2.0084 1.9798 1.774 2.002 1.9775 2.0044 1.9569 1.8549 2.4894 3.87 3.7216 3.7779 3.7908 3.8124 3.9494 4.8077 3.5436
"GCA_000243135.3_ASM24313v3" 2.0056 1.9662 1.9327 1.9976 1.6989 1.9964 1.9223 1.858 1.9238 1.7388 2.3485 3.9714 3.7383 3.7369 3.8941 3.6036 3.7175 4.9188 3.6751
"GCA_000243155.3_ASM24315v3" 1.8744 1.9339 1.9996 2.006 1.7209 1.9837 1.9091 1.8755 1.8129 1.9055 2.4528 3.9604 3.8373 3.8212 3.8124 3.2595 3.4868 4.9529 3.7679
"GCF_000010045.1_ASM1004v1" 1.9376 1.9704 1.9331 1.9916 1.7504 1.9508 1.8519 1.8471 1.8772 1.8539 2.2978 3.9432 3.7481 3.723 3.7202 3.0826 3.2342 4.5725 3.3245
"GCA_000231405.3_ASM23140v3" 1.9885 1.9739 1.8355 1.9802 1.7784 1.9139 1.9022 1.9853 1.8162 2.0016 2.1911 3.7864 3.758 3.7051 3.5765 3.7439 3.775 4.7551 3.2755
"GCF_000019165.1_ASM1916v1" 1.9448 1.7721 1.9139 1.9646 1.8298 1.8047 1.4345 1.9608 2.0227 1.8379 2.4266 3.8685 3.4247 3.2798 3.5002 3.7411 3.3818 4.1034 3.8153
"GCF_000213255.1_ASM21325v1" 1.7212 1.7915 1.9704 1.8762 1.935 1.9924 1.9853 1.8057 1.5571 1.2737 2.008 3.6523 3.3356 2.8233 3.6049 4.0161 3.4002 4.1982 4.6168
"GCF_000007085.1_ASM708v1" 2 1.7683 1.9305 1.9309 1.4376 2.0008 2 1.9335 1.2404 1.5406 2.891 3.9463 3.7341 3.8095 3.3659 3.0874 3.9108 4.9068 4.5998
"GCA_000147695.3_ASM14769v3" 2.0004 1.7886 1.9736 2.0076 2.0096 1.9885 2.002 1.9294 1.806 1.7624 2.9438 3.9139 3.8775 3.7202 3.639 3.7453 3.8941 4.5269 4.9628
"GCF_000019085.1_ASM1908v1" 2.0076 1.8508 1.8997 2.006 2.0088 2.0008 2.0028 1.9253 1.8008 1.705 2.9129 3.9339 3.9093 3.7397 3.7908 3.7523 3.8153 4.6404 4.9801
"GCF_000092965.1_ASM9296v1" 2.0068 1.9996 1.9298 2.0012 2.0064 1.9992 2.0036 1.8797 1.6995 1.9275 2.8885 3.9714 3.9078 3.7922 3.635 3.92 3.9108 4.7148 5.0025
"GCA_000189775.3_ASM18977v3" 1.8477 1.9936 2.0092 1.9596 1.994 1.967 2.0024 2.0052 1.7244 1.347 2.9709 3.7189 3.8388 3.3956 3.7807 3.8314 3.3784 4.344 4.7393
"GCF_000328545.1_ASM32854v1" 1.9728 1.9992 1.9778 2.0048 1.8868 1.9845 1.9829 2.0008 1.6875 1.6418 2.9824 3.7979 3.723 3.1949 3.7736 3.9651 3.4674 4.8193 4.995
"GCF_000145615.1_ASM14561v1" 1.979 1.9794 2.0012 2.0044 1.8242 1.9802 1.9893 2.0012 1.7071 1.5901 2.9806 3.7665 3.775 3.2723 3.7622 3.9124 3.4518 4.8473 4.9334
"GCA_000013845.1_ASM1384v1" 1.289 1.7004 1.2995 1.4762 1.845 1.7756 1.9782 1.9841 1.9712 1.336 2.2302 2.5927 2.5044 3.5386 3.1114 2.9412 2.8074 3.8344 3.758
"GCF_000013285.1_ASM1328v1" 1.3839 1.6226 1.259 1.6236 1.8713 1.7606 1.9806 1.9908 1.932 1.5389 2.2681 2.736 2.5674 3.5411 3.1046 3.0349 2.8686 3.7965 3.7509
"GCF_000016965.1_ASM1696v1" 1.9712 1.7262 1.6598 1.8342 1.703 1.4569 1.9516 2.0004 1.8762 1.443 2.6553 3.2041 3.4364 3.811 3.1817 3.4518 3.2808 4.3821 3.8956
"GCF_000020285.1_ASM2028v1" 1.7431 1.8505 1.5569 1.6551 1.8002 1.6592 1.9201 1.9992 1.895 1.843 2.7093 3.3102 3.3025 3.7594 3.4892 3.4072 3.2648 4.1789 3.8745
"GCF_000016505.1_ASM1650v1" 1.9865 2.0084 1.9964 2.0012 1.5768 1.947 1.9964 2 1.9142 1.9845 2.8082 3.8506 3.7538 3.614 3.9339 3.6088 3.6684 4.931 4.5188
"GCF_000143685.1_ASM14368v1" 1.9924 2.0105 1.9822 1.9372 1.5126 1.7749 1.9956 1.9877 1.8369 1.7062 2.8736 3.7037 3.6088 3.6576 3.4176 3.4904 3.5186 4.7326 4.1771
"GCF_000007625.1_ASM762v1" 1.96 1.4282 1.8709 1.8808 1.9708 1.7443 1.9897 1.9712 1.9493 1.7969 2.93 3.4638 3.5348 3.879 3.3267 3.7161 3.4868 4.6926 4.1034
"GCF_000019545.1_ASM1954v1" 1.7851 1.8997 1.7176 1.7147 1.9623 1.8165 1.9924 2.0036 1.796 1.7376 2.8035 3.3557 3.3568 3.8183 3.3156 3.6179 3.5714 4.4984 4.2301
"GCF_000204565.1_ASM20456v1" 1.809 1.331 1.7141 1.7513 1.8709 1.795 1.9885 2.0032 1.8741 1.4824 2.8629 3.3727 3.2701 3.7951 3.4258 3.44 3.3852 4.3821 4.0323
"GCF_000014125.1_ASM1412v1" 1.7179 1.2644 1.7501 1.6812 1.8825 1.7504 1.944 1.9972 1.967 1.6731 2.7533 3.2906 3.252 3.7893 3.3944 3.3245 3.3636 4.4092 3.9573
"GCF_000145275.1_ASM14527v1" 1.7446 1.6021 1.4463 1.6218 1.8601 1.7036 1.9873 2.0012 1.8109 1.2927 2.31 3.0321 3.1153 3.4317 3.0139 3.231 3.319 4.2088 3.8226
"GCF_000191905.1_ASM19190v1" 1.7864 1.8275 1.7658 1.8741 1.7794 1.872 2.0004 2.002 1.3924 1.843 2.9577 3.3201 3.5894 3.7216 3.4698 3.7793 3.4507 4.5413 4.0601
"GCF_000024105.1_ASM2410v1" 1.6781 1.1986 1.6642 1.6461 1.787 1.7167 1.9893 1.9376 2.0504 1.5008 1.4824 3.1736 3.2062 3.5881 2.9146 3.268 3.0893 4.6339 3.7836
"GCF_000010185.1_ASM1018v1" 1.6313 1.1446 1.6858 1.5921 1.8018 1.9268 1.8359 1.9881 2.0309 1.8847 1.8615 3.2808 3.4118 3.6166 3.2916 3.3841 3.1368 4.223 4.1841
"GCF_000163895.2_ASM16389v2" 2.0088 1.8225 1.8744 1.8093 1.8123 1.9689 1.8882 2.0012 2.0288 1.9527 1.5309 3.7106 3.7147 3.5651 2.9377 3.1807 3.4176 2.7816 3.7764
"GCF_000196455.1_ASM19645v1" 1.6878 1.7982 1.7734 1.6562 2.008 1.8986 1.9527 1.9639 1.4136 1.3699 2.2691 3.5336 3.1797 3.6536 3.3864 3.1526 3.3344 4.6275 3.5817
"GCF_000085225.1_ASM8522v1" 1.6964 1.7743 1.3437 1.6821 1.8165 1.8601 1.9916 1.8553 2.0072 1.7705 2.3513 3.3367 2.8852 3.8373 3.3557 3.202 3.0883 3.9588 4.1982
"GCF_000016985.1_ASM1698v1" 1.9956 2.0044 1.8825 1.8077 1.899 1.7957 1.9992 2.0032 2.035 2.0133 1.7912 3.9417 3.9032 3.7495 3.5298 3.5286 3.655 4.8544 4.4326
"GCF_000018325.1_ASM1832v1" 1.8601 1.9693 1.734 1.6423 1.9361 1.9201 1.9444 2.0024 2.0141 1.7963 1.8192 3.6114 3.7037 3.6684 3.4807 3.4459 3.5817 4.417 4.0371
"GCF_000024405.1_ASM2440v1" 1.9331 1.8305 1.9279 1.9161 1.442 2.0012 1.998 2.004 1.9044 1.6173 2.8225 3.7908 3.7161 3.7622 3.3289 3.5984 3.4435 4.6555 4.075
"GCF_000023905.1_ASM2390v1" 1.6872 1.6736 1.8625 1.7082 1.994 1.9531 1.9283 1.9841 1.9592 1.9585 1.7743 3.5765 3.6941 3.6284 3.5112 3.663 3.4518 4.1 4.1442
"GCF_000024565.1_ASM2456v1" 1.6644 1.5952 1.6661 1.7027 1.856 1.996 1.9984 2.0024 1.9728 1.9712 2.4516 3.5842 3.5894 3.7651 3.5817 3.6193 3.4459 4.0145 4.3048
"GCF_000165505.1_ASM16550v1" 1.6722 1.6869 1.7039 1.4478 1.908 1.9357 1.9627 1.8688 1.992 1.8225 1.929 3.5945 3.0912 3.4892 3.3146 2.9665 3.034 4.4623 3.3523
"GCF_000007325.1_ASM732v1" 1.8612 1.7867 1.5858 1.6297 1.8491 1.9585 1.8947 1.9861 1.9964 1.5618 2.582 3.5063 3.3807 3.7327 3.3223 3.3113 3.0684 4.7304 3.811
"GCF_000158275.2_ASM15827v2" 1.9102 1.6875 1.5843 1.7712 1.7973 1.9436 1.9011 1.9956 1.9996 1.857 2.5113 3.4916 3.3956 3.7453 3.3467 3.3636 3.1656 4.8544 3.8153
"GCF_000027145.1_ASM2714v1" 1.6313 1.8914 1.5977 1.4819 1.7513 1.9324 1.8864 1.9272 2.0092 1.665 1.7734 3.6873 3.6324 3.4758 3.4106 3.7707 3.3864 4.0323 2.2467
"GCF_000060285.1_ASM6028v1" 1.7889 1.8797 1.5175 1.4124 1.7138 1.8993 1.941 1.9778 2.0559 1.6941 1.6407 3.651 3.6062 3.5448 3.3535 3.6982 3.3956 3.9888 2.2467
"GCF_000196035.1_ASM19603v1" 1.7224 1.8822 1.4558 1.4207 1.6756 1.9102 1.9361 1.929 2.0235 1.5825 1.681 3.6914 3.5461 3.5474 3.3201 3.6887 3.3212 4.0145 2.2336
"GCF_000252975.1_ASM25297v1" 1.6998 1.9829 1.578 1.4689 1.6841 1.9106 1.8979 1.9482 2.0284 1.6085 1.7191 3.7064 3.6377 3.5125 3.3647 3.7538 3.4376 4.0096 2.28
"GCF_000168635.2_ASM16863v2" 1.7259 1.9091 1.4539 1.4288 1.6767 1.9055 1.9399 1.9463 2.0362 1.5868 1.6793 3.6941 3.5651 3.5499 3.3135 3.701 3.3568 4.0209 2.2232
"GCF_000008285.1_ASM828v1" 1.7074 1.873 1.4704 1.4472 1.6878 1.9102 1.912 1.9369 2.0362 1.6018 1.7176 3.663 3.592 3.5474 3.2862 3.5958 3.3389 4.0917 2.2386
"GCF_000091405.1_ASM9140v1" 0.8839 1.2171 1.6383 1.2061 1.5494 1.3864 1.5825 1.9704 1.4138 1.8911 1.9666 3.1338 3.2279 2.6171 2.7064 3.0912 2.7226 2.9878 3.0874
"GCF_000014425.1_ASM1442v1" 0.9114 1.1353 1.6499 1.2367 1.583 1.4011 1.6041 1.919 1.6523 1.9463 1.9433 3.1437 3.2541 2.594 2.6008 3.0826 2.7533 3.0665 3.0893
"GCF_000191165.1_ASM19116v1" 1.0472 1.1786 1.7271 1.178 1.283 1.1329 1.1537 1.4717 1.1275 1.6821 1.8532 2.6185 3.1162 2.5439 1.7289 1.6952 2.103 2.5355 2.8777
"GCF_000182835.1_ASM18283v1" 1.0835 1.2042 1.7094 1.1841 1.266 1.1378 1.1436 1.4894 1.3459 1.7164 1.8443 2.5961 3.0779 2.5569 1.7587 1.7265 2.134 2.59 2.9078
"GCF_000091765.1_ASM9176v1" 0.9423 1.1074 1.7382 1.1843 1.3776 1.0979 1.4637 1.7886 1.7059 1.9124 1.9869 2.9612 3.201 2.5113 2.1763 2.1427 2.6582 2.876 2.8727
"GCF_000214785.1_ASM21478v1" 1.0394 1.1419 1.7313 1.2984 1.4447 1.1574 1.5006 1.8355 1.8965 1.9531 2.0408 3.0221 3.3167 2.6357 2.3202 2.3574 2.7917 2.936 2.986
"GCF_000189515.1_ASM18951v1" 1.0801 1.1427 1.6773 1.1291 1.3883 1.1313 1.4745 1.8512 1.4239 1.9316 1.9857 3.0377 3.2 2.5063 2.2805 2.2331 2.777 2.8563 2.8736
"GCF_000011985.1_ASM1198v1" 1.0373 1.1115 1.7467 1.3637 1.4715 1.1264 1.4986 1.8352 1.2582 1.9658 2.0288 3.0609 3.2489 2.5681 2.4091 2.1867 2.6932 2.9129 3.1153
"GCF_000182855.2_ASM18285v1" 0.9668 1.0358 1.6369 1.1311 1.3716 1.1181 1.4747 1.7419 1.4401 1.9102 1.9775 2.8827 3.0836 2.4534 2.2178 2.1725 2.582 2.8868 2.9586
"GCF_000026065.1_ASM2606v1" 1.7126 1.9478 1.6319 1.2697 1.6507 1.9084 1.6399 1.9865 2.1608 1.8975 1.5013 3.3887 3.5386 2.8185 2.9403 2.405 3.4483 2.5176 2.2095
"GCF_000011045.1_ASM1104v1" 2.0109 2.0044 1.7562 1.6918 1.9073 1.8706 1.2561 1.9771 1.1328 1.8519 2.1272 3.0637 3.5063 2.9656 3.0395 3.1776 3.5323 3.2134 2.8547
"GCF_000233755.1_ASM23375v1" 2.0105 1.9952 1.7486 1.7021 1.9051 1.8762 1.2673 1.9771 1.1328 1.8632 2.124 3.0713 3.4916 2.9842 3.0525 3.2289 3.5199 3.283 2.8506
"GCF_000155515.2_ASM15551v2" 1.9948 2.0088 1.703 1.7153 1.7498 1.8315 1.2209 1.996 NA 1.8864 2.0786 3.1939 3.4953 2.9542 2.891 3.3704 3.6443 3.0675 2.7108
"GCF_000008925.1_ASM892v1" 1.2739 1.7544 1.5497 1.2855 1.5647 1.4972 1.6589 1.8692 1.7443 1.9179 1.6353 3.2776 3.1656 2.9002 2.8604 3.5997 2.739 2.6674 2.0576
"GCF_000014505.1_ASM1450v1" 1.2353 1.9654 1.5773 1.2265 1.6215 1.5881 1.6499 1.8208 1.8713 1.8057 1.7056 3.3956 3.2755 3.1576 3.0331 2.9533 2.9985 3.231 2.3332
"GCA_000237995.2_ASM23799v2" 1.6289 1.994 1.6787 1.4535 1.7164 1.6132 1.7606 1.9091 1.8822 1.8185 1.9635 3.2268 3.4892 3.3411 2.8893 2.8877 3.4662 3.1328 2.4606
"GCF_000203855.3_ASM20385v3" 1.5562 1.9562 1.7422 1.3572 1.5778 1.7071 1.3628 1.9474 2.0803 1.9964 1.8839 3.2873 3.8491 2.8563 2.6532 2.4704 3.7286 2.5349 2.8066
"GCF_000014465.1_ASM1446v1" 1.3048 1.7114 1.6875 1.2358 1.2762 1.5392 1.2092 1.9604 2.1331 1.9885 2.0101 3.2041 3.5323 3.0741 2.3095 3.2268 3.4459 2.7778 2.7012
"GCF_000225325.1_ASM22532v1" 0.9631 1.6126 1.2637 1.1562 1.6969 1.8734 1.6745 1.9988 2.0717 1.9889 1.8372 3.1417 3.6792 3.1008 3.3047 2.5556 3.1898 3.0647 2.6076
"GCF_000219805.1_ASM21980v1" 1.4908 1.0283 1.5228 1.2895 1.3106 1.2228 1.6442 1.9893 NA 1.5267 1.6711 2.9735 3.5323 3.0874 2.7556 1.7976 3.231 1.7883 1.9463
"GCF_000014385.1_ASM1438v1" 1.9822 1.9088 1.9331 1.9897 1.9604 1.9708 1.873 1.9948 NA 2.0036 2.1891 3.1289 3.8139 3.4153 3.4746 3.7369 3.8941 3.0276 2.9104
"GCF_000234825.3_ASM23482v3" 1.6866 1.3686 1.7129 1.1553 1.382 1.2557 1.478 1.9767 3.9541 1.9238 1.9004 3.0572 3.6643 3.046 2.7809 1.9395 3.0836 1.7088 1.8929
"GCF_000092505.1_ASM9250v1" 1.8471 1.7397 1.7307 1.2519 1.4243 1.4182 1.5076 2.0036 1.3074 1.6431 1.947 3.2637 3.7037 3.0618 3.0021 2.0263 3.1656 1.8601 1.8947
"GCF_000026405.1_ASM2640v1" 1.6439 1.2974 1.8235 1.2003 1.4607 1.3193 1.4329 1.9739 NA 1.8505 2.0198 3.1037 3.6832 2.8201 2.7005 1.8322 2.9044 1.6423 1.9693
"GCF_000159455.2_ASM15945v2" 0.8882 0.967 1.6442 1.067 1.3801 1.1605 1.4008 1.915 1.7188 1.9015 2.0317 3.1201 3.3852 2.9129 2.2346 2.4254 3.2227 2.9682 2.5432
"GCF_000010145.1_ASM1014v1" 1.076 1.2219 1.8155 1.2329 1.0664 1.3132 0.9395 1.7132 1.6866 2.0231 2.1295 2.6157 3.5236 2.9403 2.2738 3.2949 3.4734 4.1528 2.8629
"GCF_000006865.1_ASM686v1" 1.237 1.2538 1.3208 1.1364 1.6838 1.8605 1.7486 1.8409 1.9448 1.294 1.2472 3.3135 3.5613 3.0855 2.8385 2.6925 3.1417 2.1 2.1716
"GCF_000009425.1_ASM942v1" 1.2054 1.2048 1.3376 1.1819 1.6731 1.845 1.7286 1.7806 2.067 1.294 1.338 3.3864 3.5537 3.0836 2.8727 2.6983 3.0969 2.1249 2.1791
"GCF_000014545.1_ASM1454v1" 1.2398 1.1864 1.3277 1.1759 1.6714 1.8369 1.7074 1.8109 1.8779 1.2143 1.3594 3.3591 3.5398 3.127 2.8425 2.7382 3.127 2.1106 2.1863
"GCF_000269925.1_ASM26992v1" 1.1822 0.9738 1.3596 1.0862 1.6835 1.8328 1.8205 1.8005 2.3116 1.3472 1.1933 3.3659 3.391 2.9656 2.8289 2.666 2.9949 1.9786 1.9429
"GCF_000253335.1_ASM25333v1" 0.9927 0.8576 1.275 0.8818 1.7756 1.8447 1.9183 1.9029 2.2841 1.2897 1.1068 3.2658 3.3944 3.0479 2.3691 2.524 3.0637 1.5798 1.9643
"GCF_000011845.1_ASM1184v1" 1.0121 0.8969 1.2509 0.9408 1.779 1.873 1.9011 1.9164 2.2148 1.1167 1.2466 3.3501 3.4072 3.2103 2.4114 2.5361 3.1095 1.7103 1.9794
"GCF_000270165.1_ASM27016v1" 1.0339 0.9581 1.2381 1.0121 1.7696 1.8172 1.8954 1.8943 1.5535 1.2955 1.2384 3.4412 3.3501 3.0497 2.58 2.7579 3.2248 1.9677 2.1654
"GCF_000213825.1_ASM21382v1" 1.3561 1.3158 1.4114 1.0868 1.8529 1.8556 1.9312 1.8295 1.7966 1.3101 1.3808 3.4722 3.5373 3.5088 2.8225 2.7732 3.2489 3.1358 2.0305
"GCF_000009545.1_ASM954v1" 1.412 1.232 1.4482 0.9881 1.8218 1.8335 1.9361 1.9662 2.0429 1.4029 1.3646 3.4329 3.5907 3.5511 2.858 2.9317 3.4037 3.1221 1.9924
"GCF_000010705.1_ASM1070v1" 1.1769 1.2938 1.4327 0.916 1.8392 1.8409 1.9566 1.8484 2.2095 1.638 1.2438 3.2436 3.4758 3.4341 2.5387 2.6171 3.3003 2.3196 2.0076
