"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "Val" "Ala" "Gly" "Pro" "Ser" "Thr" "Leu" "Arg"
"GCF_000212395.1_ASM21239v1" 1.9988 1.6975 1.9168 1.9099 1.9861 1.9924 1.9924 1.9948 1.972 1.5463 2.9577 3.864 3.8153 3.6982 3.8081 3.7979 3.8911 5.3937 4.1
"GCF_000020965.1_ASM2096v1" 1.9996 2.0004 1.9972 1.994 1.9984 1.9865 1.9535 1.9869 2.0004 1.9712 2.97 3.873 3.6657 3.6576 3.2949 3.3772 3.4014 5.211 3.9936
"GCF_000021645.1_ASM2164v1" 1.998 1.9988 1.9873 1.9984 2 1.9897 1.9639 1.9897 2.0004 1.9486 2.9806 3.8521 3.6982 3.5137 3.2216 3.2841 3.2041 5 3.9635
"GCF_000266925.1_ASM26692v1" 1.9865 1.8864 1.8012 1.9988 2 1.9944 1.9685 1.9429 1.9708 1.6231 2.7196 4 3.6101 3.663 3.7922 3.9108 3.8521 5.1414 5.1626
"GCF_000233775.1_ASM23377v1" 1.994 1.9988 1.9984 1.9095 1.9865 2 1.9972 1.9701 1.992 1.8295 2.4704 3.917 3.667 3.8417 3.4674 3.5051 3.6324 5.1177 5.0176
"GCF_000024905.1_ASM2490v1" 1.9798 1.9904 1.9463 1.9106 1.9493 1.9275 1.938 1.8751 1.9361 1.9253 1.4158 3.5651 3.4843 3.7793 3.471 2.9922 2.5661 4.995 5.1921
"GCA_000210715.1_ASM21071v1" 1.9701 1.9865 1.872 1.9936 1.992 1.9482 1.9704 1.9944 1.9952 1.9399 2.936 3.9463 3.9793 3.5829 3.9793 3.7341 3.5894 4.717 5.5741
"GCF_000025885.1_ASM2588v1" 1.9755 1.9658 1.9489 1.9893 1.8149 1.9249 1.8836 1.9814 1.9301 1.7434 2.9824 3.8926 3.7636 3.655 3.7722 3.7175 3.7636 5.015 5.9242
"GCF_000160495.1_ASM16049v1" 1.7781 1.5825 1.9964 1.8836 1.9685 2 1.7277 1.8129 1.912 1.9223 2.7503 3.7369 3.5575 3.0048 3.6206 3.701 2.5491 5.1948 3.758
"GCF_000025305.1_ASM2530v1" 1.6798 1.481 1.9956 1.944 1.6832 1.5625 0.8338 1.7173 1.9984 1.9562 2.51 3.0694 3.2216 3.8551 3.6245 2.4969 2.9824 2.9129 2.6947
"GCF_000230275.1_ASM23027v1" 1.764 1.6745 1.8625 1.9616 1.9209 1.9531 1.2963 1.8804 1.9037 1.926 2.5523 3.867 3.6324 3.7636 3.8895 3.3818 3.3967 5.0454 4.8544
"GCF_000024945.1_ASM2494v1" 1.9992 1.9767 1.9312 2 1.7715 1.9771 1.9497 1.9662 2.0004 1.9205 2.5259 3.4843 3.9651 3.3356 3.5461 3.2321 3.7425 4.4524 3.4364
"GCF_000092945.1_ASM9294v1" 1.9845 1.9612 1.7879 1.9916 1.8779 1.7734 1.6197 1.996 1.9782 1.9581 2.881 3.8506 3.367 3.873 3.6417 3.5727 3.5537 4.5106 5.0891
"GCF_000018425.1_ASM1842v1" 1.9976 1.9869 1.8734 1.9837 1.998 1.7394 1.5069 1.9912 2.0004 2 2.8531 3.7258 3.6873 3.8491 3.635 3.8095 3.4188 4.8356 4.878
"GCF_000024605.1_ASM2460v1" 1.9512 1.9451 1.9585 1.9216 1.955 1.9837 1.8861 1.9869 1.9681 1.9558 2.8321 3.6166 3.6738 3.87 3.7411 3.4352 3.3344 5.5127 5.5036
"GCF_000016165.1_ASM1616v1" 1.9798 1.9924 1.8222 1.9996 1.9988 1.9712 1.8776 1.932 1.9952 1.996 2.7263 3.7922 3.2873 3.9154 3.6101 3.3069 3.0525 5.0891 5.777
"GCF_000215085.1_ASM21508v1" 1.8706 1.8843 1.6098 1.9732 1.9996 1.7394 1.6644 1.8907 1.9436 1.9209 2.5246 3.7023 3.1017 3.8168 3.4188 2.9214 2.6667 4.4111 4.9407
"GCA_000010565.1_ASM1056v1" 1.9988 2 1.5995 1.998 1.8936 1.7437 1.6469 1.9928 1.8529 1.7624 2.7548 3.6832 3.3921 3.659 3.6443 3.758 3.308 4.2017 5.2687
"GCA_000233715.3_ASM23371v3" 1.9689 1.9944 1.7646 1.9976 1.9972 1.7928 1.7718 1.9331 1.9294 1.9069 2.8994 3.6536 3.453 3.7736 3.635 3.5436 3.3047 4.6339 5.0684
"GCF_000024205.1_ASM2420v1" 1.9786 1.9988 1.8546 2 1.9543 1.8965 1.9019 1.9728 1.9015 1.866 2.9394 3.87 3.6496 3.7481 3.6456 3.69 3.574 4.845 5.618
"GCF_000012865.1_ASM1286v1" 1.9976 1.9889 1.6171 1.9992 1.915 1.8132 1.7944 1.9543 1.9113 1.8744 2.6752 3.7864 3.5894 3.9761 3.2541 3.2289 2.5954 4.5914 3.9108
"GCF_000092405.1_ASM9240v1" 1.99 1.9885 1.9324 1.9131 1.9794 1.9643 1.8222 1.9968 1.9996 1.9124 2.97 3.885 3.7175 3.9355 3.8124 3.9698 3.4294 5.3619 5.7937
"GCF_000014725.1_ASM1472v1" 1.8965 1.9048 1.8871 1.9806 1.9124 1.904 1.8031 1.8218 1.9662 1.8245 2.9334 3.6982 3.358 3.9062 3.6023 3.3356 2.9551 4.7371 5.1467
"GCF_000013105.1_ASM1310v1" 1.8929 1.922 1.6606 1.9573 1.8882 1.7437 1.6611 1.8594 1.9833 1.9455 2.9343 3.8373 3.0979 3.8655 3.7467 3.4176 3.2873 4.3159 4.89
"GCF_000512895.1_ASM51289v1" 1.8629 1.8218 1.8779 1.9619 1.9186 1.7828 1.7001 1.9342 1.9501 1.8914 2.6954 3.8655 3.8388 3.7707 3.4352 3.7272 3.659 4.8757 5.5772
"GCF_000190635.1_ASM19063v1" 1.7803 1.796 1.8218 1.9161 1.9814 1.7876 1.7612 1.9186 1.9893 1.858 2.745 3.9432 3.6914 3.7538 3.6049 3.5932 3.6062 4.8426 5.4348
"GCA_000255115.3_ASM25511v3" 1.9019 1.9205 1.9399 1.9833 1.9833 1.9399 1.8818 1.9474 1.972 1.947 2.7457 3.8986 3.7202 3.8388 3.8124 3.8447 3.8432 5.3107 5.6117
"GCF_000235605.1_ASM23560v1" 1.9077 1.919 1.9131 1.9771 2 1.926 1.8889 1.9384 1.9833 1.9327 2.7495 3.9432 3.6724 3.8373 3.8183 3.6284 3.7106 5.2029 5.6338
"GCA_000231385.3_ASM23138v3" 1.9406 1.9516 1.9512 1.9912 1.9924 1.9861 1.9527 1.9421 1.994 1.9739 2.764 3.9463 3.6982 3.873 3.882 3.7622 3.73 5.423 5.777
"GCA_000243135.3_ASM24313v3" 1.8625 1.8464 1.9581 1.9596 1.9558 1.9916 1.9342 1.843 1.9837 1.9451 2.7064 3.9588 3.7836 3.9308 3.8685 3.6941 3.5855 5.6497 5.4825
"GCA_000243155.3_ASM24315v3" 1.8044 1.786 1.9354 1.9264 1.9873 1.935 1.895 1.8205 1.9786 1.9253 2.7624 3.9604 3.5984 3.8226 3.7147 3.34 3.4388 5.3562 5.4083
"GCF_000010045.1_ASM1004v1" 1.7352 1.712 1.8832 1.9037 1.9988 1.8477 1.8126 1.7715 1.9508 1.8723 2.7571 3.937 3.5186 3.8197 3.7051 3.3256 3.3841 5.0226 5.2056
"GCA_000231405.3_ASM23140v3" 1.8896 1.9088 1.9833 1.9806 1.9562 1.9573 1.9172 1.8939 1.9916 1.9631 2.5714 3.8551 3.973 3.8124 3.9448 3.9246 3.7693 5.3135 5.2882
"GCF_000019165.1_ASM1916v1" 1.8228 1.7085 1.7106 1.9984 1.9897 1.7918 1.6483 1.8208 1.9996 1.9309 2.5747 3.8476 3.7566 3.647 3.7936 3.9872 3.8183 5.0891 4.985
"GCF_000213255.1_ASM21325v1" 1.8288 1.8215 1.9589 1.9619 1.9904 1.9539 1.972 1.8563 1.7247 1.4941 2.0342 3.7383 3.7908 3.2206 3.7064 3.9185 3.7994 5.2687 4.9164
"GCF_000007085.1_ASM708v1" 1.9316 1.8748 1.8657 2 1.7416 1.9857 1.9904 1.9589 1.7337 1.6513 2.8305 3.8775 3.8139 3.7779 3.4819 3.4447 3.7965 5.3107 4.6125
"GCA_000147695.3_ASM14769v3" 1.9924 1.9436 1.9015 1.9988 1.9988 1.9759 1.9932 1.9623 1.8308 1.7781 2.918 3.9494 3.9231 3.8344 3.6193 3.6403 3.867 5.1414 5.0891
"GCF_000019085.1_ASM1908v1" 1.9932 1.947 1.9001 1.9992 1.998 1.9739 1.9932 1.9681 1.865 1.7718 2.9138 3.9494 3.9231 3.8551 3.647 3.6417 3.864 5.1867 5.01
"GCF_000092965.1_ASM9296v1" 1.992 1.9436 1.9011 1.9988 1.9996 1.9673 1.9928 1.9635 1.8352 1.7873 2.9172 3.9479 3.9324 3.8476 3.6443 3.6914 3.882 5.1813 5.0684
"GCA_000189775.3_ASM18977v3" 1.8904 1.99 1.8871 1.9924 1.9608 1.9988 1.9904 1.998 1.7403 1.4804 2.858 3.992 3.861 3.6245 3.7327 3.8565 3.7175 5.0556 5.0125
"GCF_000328545.1_ASM32854v1" 1.9759 1.9948 1.9249 1.9912 1.9066 1.9984 1.9936 1.9992 1.6838 1.5099 2.8918 3.9857 3.8066 3.6364 3.864 3.8432 3.6778 5.3505 5.0226
"GCF_000145615.1_ASM14561v1" 1.9732 1.9948 1.9216 1.9916 1.8932 1.9976 1.9932 1.9988 1.6892 1.4919 2.8877 3.9872 3.8168 3.6377 3.861 3.8476 3.7023 5.3333 5.0633
"GCA_000013845.1_ASM1384v1" 1.99 1.9316 1.9562 1.9814 1.9685 1.856 1.9771 1.9976 1.9395 1.8685 2.8011 3.6887 3.5625 3.7216 3.5945 3.6697 3.643 4.8426 4.4092
"GCF_000013285.1_ASM1328v1" 1.99 1.9658 1.9531 1.9798 1.9732 1.8265 1.9724 1.9976 1.9305 1.8741 2.8074 3.6778 3.5499 3.6778 3.5499 3.635 3.6284 4.8193 4.3554
"GCF_000016965.1_ASM1696v1" 1.9992 1.9984 1.9936 1.9996 2 1.9478 1.9952 1.9889 1.7156 1.7437 2.9833 3.9062 3.8655 3.7665 3.7092 3.8329 3.8139 5.4825 5.0302
"GCF_000020285.1_ASM2028v1" 1.9932 1.9908 1.9904 1.9956 1.9463 1.9489 1.9936 1.9996 1.8671 1.8426 2.9377 3.885 3.8388 3.864 3.758 3.7665 3.8226 5.1573 4.8286
"GCF_000016505.1_ASM1650v1" 1.9853 1.9996 1.9623 1.9818 1.7593 1.9988 1.9798 1.9814 1.9505 1.935 2.8249 3.8023 3.663 3.7244 3.7836 3.488 3.6765 5.4975 5.1467
"GCF_000143685.1_ASM14368v1" 1.9996 1.9869 1.9736 2 1.8278 1.9897 1.9806 2 1.8325 1.842 2.8506 3.8212 3.7133 3.7327 3.7893 3.69 3.8565 5.4765 4.9677
"GCF_000007625.1_ASM762v1" 1.9988 1.9904 1.9936 1.998 1.9992 1.9798 1.9984 1.9996 1.9539 1.9238 2.767 3.864 3.8168 3.8565 3.7509 3.5174 3.7161 5.3937 4.8263
"GCF_000019545.1_ASM1954v1" 1.9964 1.9996 1.9976 2 1.9976 1.9873 1.9992 1.9916 1.8801 1.8699 2.7609 3.8715 3.7707 3.8956 3.7864 3.5386 3.7665 5.3505 4.9727
"GCF_000204565.1_ASM20456v1" 1.9988 1.9833 1.9988 1.9912 1.9829 1.9802 1.9968 1.9996 1.9365 1.9531 2.8703 3.8835 3.9047 3.8241 3.861 3.8521 3.8775 5.2219 4.9975
"GCF_000014125.1_ASM1412v1" 1.9646 1.9172 2 1.9635 1.981 1.9391 1.9936 1.9996 1.9257 1.9342 2.8482 3.8226 3.879 3.7383 3.7608 3.8037 3.8066 5.1787 4.7103
"GCF_000145275.1_ASM14527v1" 1.9996 1.9996 1.9932 1.9833 1.998 1.9135 1.998 1.9948 1.895 1.8815 2.9824 3.8835 3.8095 3.9185 3.614 3.7879 3.8358 5.4437 5.0787
"GCF_000191905.1_ASM19190v1" 1.9751 1.9739 1.9936 1.992 1.9697 1.9357 1.9972 1.9952 1.7905 1.8077 2.7925 3.8344 3.8358 3.7258 3.7707 3.8037 3.8226 5.305 4.7824
"GCF_000024105.1_ASM2410v1" 1.9992 1.8556 1.9936 1.9936 1.9279 1.7413 1.9972 1.981 1.9936 1.8857 2.9403 3.8462 3.73 3.7286 3.3613 3.7313 3.7272 5.3135 4.1339
"GCF_000010185.1_ASM1018v1" 1.8947 1.6798 1.9639 1.9814 1.7584 1.996 1.8744 1.9956 1.9257 1.922 2.8193 3.8506 3.8256 3.7369 3.4904 3.9108 3.7037 4.4663 4.7755
"GCF_000163895.2_ASM16389v2" 1.9654 1.9873 1.9826 1.9904 1.9751 1.9346 1.9059 1.9881 1.9936 1.9543 2.5094 3.9761 3.5689 3.2841 2.9886 3.5881 3.5524 4.344 5.2687
"GCF_000196455.1_ASM19645v1" 1.9972 1.9956 1.9771 1.9904 1.9198 1.9841 1.9802 2 1.6132 1.4543 2.9682 3.8417 3.7495 3.5461 3.5907 3.8139 3.7327 5.7013 4.1356
"GCF_000085225.1_ASM8522v1" 1.9704 1.9853 2 1.9877 1.996 1.9759 1.9996 1.9782 1.9972 1.9747 2.8249 3.9494 3.7383 3.9588 3.5199 3.7175 3.7679 5.4915 4.8426
"GCF_000016985.1_ASM1698v1" 1.9631 1.9623 1.9395 1.994 1.9976 1.9908 1.9885 1.9673 1.9984 1.9924 2.7405 3.9032 3.5932 3.9139 3.7341 3.6846 3.5249 5.5127 5.8038
"GCF_000018325.1_ASM1832v1" 1.9677 1.944 1.9743 1.9798 1.9802 1.9948 1.992 1.9234 1.9972 1.899 2.7427 3.8911 3.8256 3.9154 3.9355 3.3625 3.6914 5.5371 5.5249
"GCF_000024405.1_ASM2440v1" 1.9865 1.9988 1.9802 1.9952 1.1294 1.9685 1.9662 1.9996 1.9011 1.6841 2.8082 3.7078 3.7051 3.651 3.0497 3.8745 3.5804 4.1152 4.5045
"GCF_000023905.1_ASM2390v1" 1.9728 1.9011 1.9708 2 1.7986 1.9455 1.8822 1.9814 1.8525 1.6943 2.8241 3.9401 3.9216 3.3047 3.8565 3.8941 3.7439 5.1046 5.4201
"GCF_000024565.1_ASM2456v1" 1.9822 1.9988 1.9724 1.9912 1.9956 1.9739 1.9928 1.9936 1.9421 1.9501 2.93 3.9078 3.8183 3.9216 3.7665 3.785 3.8008 5.2743 4.8077
"GCF_000165505.1_ASM16550v1" 1.9988 1.9153 1.9535 1.9873 1.5277 1.9897 1.9869 1.9818 1.981 1.9771 2.8019 3.9386 3.6062 3.6697 3.5714 3.5907 3.6778 5.4142 4.384
"GCF_000007325.1_ASM732v1" 1.996 1.9612 1.9786 1.9968 1.9455 1.9992 1.9806 1.9992 1.9996 1.9712 2.9949 3.8066 3.7679 3.7189 3.6738 3.7341 3.7064 5.3191 4.4843
"GCF_000158275.2_ASM15827v2" 1.9992 1.9627 1.9916 1.9984 1.9516 1.9992 1.9857 2 1.9944 1.9782 2.9976 3.8285 3.7272 3.7411 3.6724 3.7078 3.7147 5.3333 4.5475
"GCF_000027145.1_ASM2714v1" 1.9984 2 1.9996 1.9988 1.8159 1.8142 1.8601 1.9964 1.9984 1.9531 2.2336 3.9324 3.8805 3.8775 3.2755 3.9604 3.8745 5.176 4.1964
"GCF_000060285.1_ASM6028v1" 1.9996 1.9984 1.9956 1.9948 1.8322 1.8292 1.8751 1.992 1.9944 1.9596 2.291 3.92 3.8941 3.8745 3.4025 3.9386 3.827 5.1073 4.1494
"GCF_000196035.1_ASM19603v1" 1.9976 2 1.9956 1.998 1.794 1.7879 1.8539 1.9881 1.9897 1.9391 2.2202 3.9262 3.8197 3.8358 3.308 3.9246 3.7411 5.2219 4.0048
"GCF_000252975.1_ASM25297v1" 2 2 1.9996 2 1.8369 1.8403 1.8769 1.9869 1.99 1.9489 2.2732 3.9401 3.9078 3.9293 3.3146 3.9324 3.8462 5.211 4.3687
"GCF_000168635.2_ASM16863v2" 1.998 2 1.9956 1.998 1.7973 1.7921 1.857 1.9877 1.9924 1.935 2.2361 3.9262 3.8197 3.8373 3.3212 3.9277 3.7481 5.2192 4.0453
"GCF_000008285.1_ASM828v1" 1.9984 2 1.9972 1.9992 1.7934 1.7781 1.8481 1.9873 1.9916 1.9414 2.2287 3.9246 3.8124 3.83 3.2982 3.9124 3.7313 5.2219 4.0177
"GCF_000091405.1_ASM9140v1" 1.9677 1.9535 1.9996 1.992 1.9153 1.9253 1.8804 1.9988 1.9524 1.967 2.2873 3.8655 3.8462 3.873 3.4674 3.7439 3.7807 4.6041 5.1099
"GCF_000014425.1_ASM1442v1" 1.9627 1.9272 1.9992 1.9849 1.919 1.9033 1.8467 2 1.8454 1.926 2.2452 3.8256 3.8314 3.7383 3.3422 3.6364 3.7651 4.5167 4.995
"GCF_000191165.1_ASM19116v1" 1.99 1.9928 1.8285 1.9996 2 1.9253 1.1712 1.9662 1.8748 1.8776 2.5304 3.6496 3.5075 3.6179 3.0969 3.1407 3.6036 4.5579 4.1701
"GCF_000182835.1_ASM18283v1" 1.9908 1.9865 1.8636 1.9988 2 1.9201 1.1996 1.9732 1.8786 1.8776 2.5202 3.6417 3.5224 3.6036 2.9994 3.0989 3.5778 4.56 4.207
"GCF_000091765.1_ASM9176v1" 1.99 1.9395 1.9996 1.9932 1.8716 1.9183 1.773 1.9944 1.9467 1.9361 2.3063 3.885 3.8285 3.4602 3.1797 3.2852 3.7893 4.384 4.7125
"GCF_000214785.1_ASM21478v1" 1.9992 1.9936 1.998 2 1.9055 1.9372 1.7765 1.979 1.8471 1.8979 2.3546 3.9108 3.8373 3.319 3.3289 3.4965 3.8241 4.4723 4.9237
"GCF_000189515.1_ASM18951v1" 1.9861 1.9646 1.996 1.9956 1.8622 1.9131 1.734 1.9747 1.8625 1.8847 2.368 3.8835 3.8212 3.4364 3.268 3.4282 3.7836 4.4366 4.7574
"GCF_000011985.1_ASM1198v1" 1.9562 1.9272 1.979 1.9845 1.8379 1.9084 1.7835 1.9936 1.972 1.9775 2.3496 3.8911 3.83 3.6219 3.2873 3.3659 3.7622 4.3178 4.5704
"GCF_000182855.2_ASM18285v1" 1.9238 1.8488 1.9877 1.9417 1.7743 1.8396 1.6711 1.9968 1.9604 1.952 2.3408 3.7979 3.8023 3.296 2.9061 3.0722 3.758 4.3802 4.5331
"GCF_000026065.1_ASM2606v1" 2 1.9996 1.9992 1.9956 1.6932 1.9912 1.5625 1.8674 1.9402 1.9794 2.0695 3.4483 3.9432 3.2873 3.427 3.0534 3.7147 3.9324 3.69
"GCF_000011045.1_ASM1104v1" 1.9113 1.9631 1.929 1.9893 1.904 1.9026 1.5279 1.8829 1.99 1.9992 2.3031 3.69 3.8373 3.471 3.2279 3.5461 3.5907 4.7281 3.917
"GCF_000233755.1_ASM23375v1" 1.9113 1.9612 1.9316 1.9877 1.9001 1.9008 1.5002 1.8801 1.9881 2 2.3015 3.6832 3.8373 3.4819 3.2113 3.5676 3.5778 4.7059 3.8551
"GCF_000155515.2_ASM15551v2" 1.9399 1.9512 1.9837 1.9948 1.872 1.922 1.6005 1.9102 1.9881 1.9972 2.3321 3.6298 3.9262 3.3036 3.127 3.5051 3.7736 4.7103 4.0984
"GCF_000008925.1_ASM892v1" 1.9778 1.9976 1.919 1.9916 1.8808 1.9395 1.8786 1.9976 1.9829 1.9968 2.5615 3.9017 3.8153 3.9216 3.5298 3.8447 3.8314 4.5188 4.8685
"GCF_000014505.1_ASM1450v1" 1.9677 2 1.9988 1.9924 1.8601 1.9996 1.7727 1.9869 2.0008 2 2.2056 3.8986 3.9355 3.9557 3.7023 3.7189 3.885 4.5228 4.3668
"GCA_000237995.2_ASM23799v2" 1.979 1.9904 1.994 1.981 1.9798 2 1.9084 1.9956 1.996 1.99 2.4044 3.6751 3.9032 3.917 3.5907 3.6832 3.9417 4.81 5.0226
"GCF_000203855.3_ASM20385v3" 1.998 1.9964 1.9739 1.9996 1.8372 1.9984 1.5669 1.9654 1.9535 1.9531 2.2371 3.6819 3.9293 3.7286 3.2425 3.3602 3.6928 4.2391 3.8066
"GCF_000014465.1_ASM1446v1" 2 1.996 1.9631 1.9984 1.8109 2 1.5746 1.935 1.9312 1.9596 2.1409 3.7383 3.827 3.882 3.4095 3.686 3.5765 4.3011 3.83
"GCF_000225325.1_ASM22532v1" 1.9444 1.96 1.9984 1.9516 1.8268 1.9853 1.7702 1.9869 1.9908 1.9893 2.1146 3.686 3.8551 3.92 3.5804 3.5575 3.785 4.2212 4.56
"GCF_000219805.1_ASM21980v1" 1.9897 2 1.981 1.9944 1.7835 1.9992 1.8298 1.9763 1.9666 1.9806 2.2852 3.7651 3.8625 3.9246 3.6232 3.308 3.9277 3.9683 4.1102
"GCF_000014385.1_ASM1438v1" 1.967 1.9928 1.9829 1.9833 1.9904 1.8349 1.7519 1.9467 1.908 1.895 2.5413 3.3311 3.7523 3.6832 3.4447 3.8081 3.9324 4.7551 5.211
"GCF_000234825.3_ASM23482v3" 1.998 1.9944 1.9988 1.9928 1.9059 1.9885 1.8896 1.9948 1.9739 1.9786 2.4931 3.8285 3.9526 3.7147 3.4722 3.5537 3.7453 4.4287 3.8462
"GCF_000092505.1_ASM9250v1" 2 2 1.9786 1.9944 1.8839 1.9681 1.8839 1.994 1.9369 1.9928 2.4649 3.7147 3.9417 3.4483 3.4507 3.4025 3.5702 4.268 3.7622
"GCF_000026405.1_ASM2640v1" 1.996 2 1.979 1.9992 1.919 1.9818 1.858 1.9916 1.9857 1.9996 2.419 3.7495 3.9355 3.3411 3.349 3.3795 3.601 4.2553 3.7566
"GCF_000159455.2_ASM15945v2" 1.9786 1.9646 1.998 1.998 1.9091 1.9596 1.7918 1.9936 2.0004 1.998 2.3015 3.7679 3.9355 3.9793 3.413 3.643 3.973 4.6447 4.2608
"GCF_000010145.1_ASM1014v1" 1.8426 1.7957 1.6418 1.9384 1.6439 1.9451 1.4081 1.9972 1.9589 1.9728 2.325 3.6724 3.4662 3.7879 3.3091 3.9185 3.4495 4.99 4.0967
"GCF_000006865.1_ASM686v1" 1.996 1.9968 1.9992 1.9893 1.8605 1.8786 1.8871 1.9893 1.9972 1.9716 2.2722 3.6483 3.9588 3.962 3.6284 3.5651 3.9231 4.89 4.5413
"GCF_000009425.1_ASM942v1" 1.9904 2 1.9996 1.9841 1.8625 1.8783 1.8907 1.992 1.9992 1.9818 2.3299 3.6576 3.9386 3.951 3.69 3.6219 3.9432 4.9727 4.717
"GCF_000014545.1_ASM1454v1" 1.9908 2 2 1.9869 1.8776 1.8843 1.8932 1.9928 2.0004 1.9732 2.3299 3.6523 3.9355 3.9463 3.7216 3.614 3.937 5.0505 4.7664
"GCF_000269925.1_ASM26992v1" 1.9968 1.9996 1.9972 2 1.8769 1.9059 1.8815 1.9948 1.9763 1.9604 2.4172 3.9002 3.9588 3.9386 3.8491 3.7994 3.6417 4.9456 3.601
"GCF_000253335.1_ASM25333v1" 1.979 1.9384 1.9829 1.9885 1.9493 2 1.9501 2 1.9286 1.9881 2.3844 3.8895 3.861 3.8008 3.0788 3.3613 3.8226 4.8924 3.6377
"GCF_000011845.1_ASM1184v1" 1.9877 1.9298 1.9881 1.9916 1.9486 1.9992 1.9592 2 1.994 1.9893 2.4372 3.885 3.827 3.8358 3.2062 3.4341 3.8344 4.9751 3.7679
"GCF_000270165.1_ASM27016v1" 1.9701 1.9183 2 1.9992 1.8584 1.8879 1.857 1.992 1.9924 1.8786 2.2589 3.6377 3.9635 3.8971 3.1476 3.3613 3.7051 4.6512 3.5039
"GCF_000213825.1_ASM21382v1" 2 1.9944 1.9968 2 1.9489 1.9739 1.9339 1.9996 1.9952 1.9996 2.4673 3.7189 3.8521 3.8956 3.4746 3.6114 3.873 5.0968 5.0176
"GCF_000009545.1_ASM954v1" 2 1.9972 1.9924 1.9992 1.932 1.9298 1.9384 1.9928 1.9771 1.9988 2.3759 3.647 3.8447 3.9588 3.6403 3.7821 3.7425 4.9432 4.89
"GCF_000010705.1_ASM1070v1" 1.9861 1.9996 1.9547 1.998 1.9436 1.9298 1.9212 2 2.0004 1.9701 2.3283 3.7037 3.8037 3.9968 3.5791 3.7495 3.6969 5.0025 4.771
"GCF_000219765.1_ASM21976v1" 1.9936 1.9912 1.8044 1.9841 1.992 1.9763 1.9861 1.9976 1.9724 1.7085 2.5432 3.8168 3.655 3.7341 3.471 3.33 3.3467 5.5741 5.2411
"GCF_000020765.1_ASM2076v1" 1.9928 1.9908 1.787 1.9794 1.9908 1.9732 1.9782 1.9976 1.9577 1.6658 2.5316 3.8168 3.6456 3.6982 3.4376 3.3003 3.3212 5.5463 5.2411
